id,soc_stock_t_ha_observado,soc_stock_t_ha_predito,mean_prediction,median_prediction,sampling_year,error,code_state.x,abbrev_state.x,name_state,code_region,name_region,code_muni,name_muni,code_state.y,abbrev_state.y,geometry
ctb0033-RO2380,32,32.47,4838,4440,1996,0.469999999999999,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-63.85666667|-8.64416667
ctb0033-RO2396,32,30.94,3625,3552,1996,-1.06,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-63.96222222|-8.83861111
ctb0033-RO2964,32,34.16,3538,3511,1996,2.16,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-65.98|-9.50805556
ctb0033-RO3738,32,32.23,4039,3953,1996,0.229999999999997,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-63.97027778|-8.49444444
ctb0033-RO2331,33,33.2,3637,3354,1996,0.200000000000003,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-62.86861111|-8.25833333
ctb0033-RO2398,33,32.92,4146,3513,1996,-0.0799999999999983,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.01444444|-8.92888889
ctb0033-RO2975,33,33.32,4141,4047,1996,0.32,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-66.69472222|-9.79111111
ctb0033-RO2983,33,33.18,3642,3608,1996,0.18,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-66.61388889|-9.73472222
ctb0033-RO2984,33,32.08,4039,3929,1996,-0.920000000000002,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-66.55722222|-9.83666667
ctb0033-RO3328,33,34.55,3946,3925,1996,1.55,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-65.01388889|-9.43972222
ctb0033-RO2934,34,33.12,4070,3985,1996,-0.880000000000003,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-65.10111111|-9.76611111
ctb0033-RO2937,34,34.09,3932,3814,1996,0.0900000000000034,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.63194444|-9.44194444
ctb0033-RO2974,34,33.68,3900,3806,1996,-0.32,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-65.91555556|-9.68944444
ctb0033-RO3737,34,35.24,4093,3953,1996,1.24,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-63.94333333|-8.40361111
ctb0033-RO2341,35,34.21,,,1996,-0.789999999999999,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-63.00611111|-8.28305556
ctb0033-RO3300,35,35.54,3766,3608,1996,0.539999999999999,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-66.23888889|-9.69972222
ctb0033-RO3342,35,34.22,3447,3293,1996,-0.780000000000001,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.87583333|-9.35333333
ctb0033-RO3750,35,34.69,3498,3457,1996,-0.310000000000002,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-63.82305556|-9.12305556
ctb0033-RO2391,36,36.22,4038,3994,1996,0.219999999999999,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-63.6|-8.65944444
ctb0033-RO2981,36,34.63,3387,3246,1996,-1.37,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-66.64805556|-9.74361111
ctb0033-RO3303,36,36.31,3866,3743,1996,0.310000000000002,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-66.08527778|-9.70916667
ctb0033-RO3748,36,36.21,3432,3288,1996,0.210000000000001,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.0525|-9.01694444
ctb0033-RO3895,36,36.07,3821,3742,1996,0.0700000000000003,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.31944444|-9.14527778
ctb0033-RO2387,37,38.12,3487,3416,1996,1.12,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-63.72805556|-8.61166667
ctb0033-RO2397,37,37.44,4334,4254,1996,0.439999999999998,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-63.97666667|-8.90472222
ctb0033-RO2915,37,36.38,3379,3336,1996,-0.619999999999997,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.83416667|-9.63694444
ctb0033-RO2921,38,36.34,5069,4034,1996,-1.66,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-65.29972222|-9.76972222
ctb0033-RO2970,38,36.56,3715,3672,1996,-1.44,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-65.77333333|-9.68111111
ctb0033-RO2972,38,39.23,3426,3376,1996,1.23,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-65.81722222|-9.67055556
ctb0033-RO2980,38,37.33,4078,3919,1996,-0.670000000000002,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-66.73472222|-9.83166667
ctb0033-RO2999,38,36.66,4485,4015,1996,-1.34,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-66.23555556|-9.64888889
ctb0033-RO3717,38,39.09,3307,3120,1996,1.09,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.11|-8.82083333
ctb0033-RO1899,39,39.12,3826,3684,1996,0.119999999999997,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.60666667|-9.24138889
ctb0033-RO2986,39,39.65,3563,3448,1996,0.649999999999999,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-66.49166667|-9.77666667
ctb0033-RO3325,39,40.35,3596,3514,1996,1.35,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-65.03416667|-9.39
ctb0033-RO3331,39,43.81,3806,3733,1996,4.81,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-65.07611111|-9.44638889
ctb0033-RO3340,39,38.09,3749,3644,1996,-0.909999999999997,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.87305556|-9.37638889
ctb0033-RO3590,39,38.16,4519,4288,1996,-0.840000000000003,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-62.93194444|-8.38833333
ctb0033-RO3729,39,38.74,4337,4304,1996,-0.259999999999998,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-63.525|-8.04194444
ctb0033-RO2388,40,38.34,4026,4007,1996,-1.66,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-63.72166667|-8.65888889
ctb0033-RO2903,40,39.6,3506,3442,1996,-0.399999999999999,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.64944444|-9.37833333
ctb0033-RO3584,40,38.98,3509,3410,1996,-1.02,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-62.92555556|-8.11888889
ctb0033-RO3730,40,40.44,4176,4031,1996,0.439999999999998,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-63.54361111|-8.07416667
ctb0033-RO2325,41,40.07,4105,3854,1996,-0.93,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-62.87861111|-8.18138889
ctb0033-RO2386,41,39.74,4144,3901,1996,-1.26,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-63.7725|-8.65555556
ctb0033-RO3749,41,40.39,3596,3526,1996,-0.609999999999999,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-63.835|-9.04527778
ctb0033-RO2933,42,40.87,3925,3854,1996,-1.13,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-65.27416667|-9.91333333
ctb0033-RO2936,42,41.11,3380,3319,1996,-0.890000000000001,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.76055556|-9.50305556
ctb0033-RO2946,42,41.32,,,1996,-0.68,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-65.56055556|-9.81055556
ctb0033-RO2971,42,41.42,3980,3855,1996,-0.579999999999998,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-65.77722222|-9.7
ctb0033-RO3301,42,42.01,4038,3928,1996,0.00999999999999801,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-66.24416667|-9.74361111
ctb0033-RO3587,42,40.9,3434,3334,1996,-1.1,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-62.93833333|-8.21861111
ctb0033-RO2324,43,43.62,3909,3726,1996,0.619999999999997,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-62.86416667|-8.18222222
ctb0033-RO3345,43,41.35,3594,3429,1996,-1.65,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.86861111|-9.37194444
ctb0033-RO3346,43,42.05,3984,3610,1996,-0.950000000000003,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.86388889|-9.36888889
ctb0033-RO3719,43,41.25,4122,4049,1996,-1.75,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.17111111|-8.96277778
ctb0033-RO3344,44,42.44,4229,4029,1996,-1.56,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.87666667|-9.37638889
ctb0033-RO3704,44,48.7,3846,3746,1996,4.7,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-63.94666667|-9.04138889
ctb0033-RO2930,45,45.12,3963,3774,1996,0.119999999999997,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-65.23527778|-9.76694444
ctb0033-RO2961,45,51.96,3484,3440,1996,6.96,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-65.68555556|-9.63861111
ctb0033-RO2985,45,45.1,3751,3657,1996,0.100000000000001,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-66.53944444|-9.79444444
ctb0033-RO3336,45,46.88,3365,3296,1996,1.88,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-65.11111111|-9.46944444
ctb0033-RO2378,46,44.8,4197,4032,1996,-1.2,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-63.91472222|-8.68277778
ctb0033-RO2956,46,52.23,3627,3511,1996,6.23,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-65.6475|-9.68777778
ctb0033-RO2957,46,47.06,3331,3239,1996,1.06,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-65.70055556|-9.53555556
ctb0033-RO2969,46,44.28,4066,3767,1996,-1.72,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.99305556|-9.64777778
ctb0033-RO3337,46,44.72,3834,3734,1996,-1.28,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-65.02861111|-9.56416667
ctb0033-RO3736,46,45.56,4167,4080,1996,-0.439999999999998,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-63.93388889|-8.35694444
ctb0033-RO3743,46,45.58,4128,4081,1996,-0.420000000000002,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-63.95166667|-8.72083333
ctb0033-RO2900,47,46.63,3753,3584,1996,-0.369999999999997,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.595|-9.28
ctb0033-RO2914,47,47.39,3296,3236,1996,0.390000000000001,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.71166667|-9.40777778
ctb0033-RO3586,47,46.71,4346,4009,1996,-0.289999999999999,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-62.91333333|-8.21888889
ctb0033-RO3592,47,46.7,3606,3534,1996,-0.299999999999997,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-62.95111111|-8.3475
ctb0033-RO3703,47,45.47,3885,3850,1996,-1.53,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-63.87555556|-9.02944444
ctb0033-RO3740,47,44.64,4449,4431,1996,-2.36,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-63.94666667|-8.61805556
ctb0033-RO2932,48,48.58,4248,4158,1996,0.579999999999998,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-65.24916667|-9.82444444
ctb0033-RO3313,48,46.73,3772,3703,1996,-1.27,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.55416667|-9.34666667
ctb0033-RO3747,48,49.8,3425,3312,1996,1.8,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.08666667|-9.04166667
ctb0033-RO2326,49,47.19,3507,3449,1996,-1.81,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-62.89138889|-8.21027778
ctb0033-RO2943,49,49.17,3435,3398,1996,0.170000000000002,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-65.53527778|-9.69916667
ctb0033-RO1470,50,54.32,4106,4102,1996,4.32,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.14805556|-9.55833333
ctb0033-RO3305,51,50.29,3641,3589,1996,-0.710000000000001,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.49888889|-9.295
ctb0033-RO3583,52,52.44,3830,3661,1996,0.439999999999998,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-62.94555556|-8.11972222
ctb0033-RO2959,53,55.39,3645,3395,1996,2.39,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-65.65416667|-9.56305556
ctb0033-RO3725,53,54.01,5253,4415,1996,1.01,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-63.38277778|-7.97972222
ctb0033-RO2927,54,54.45,4519,3910,1996,0.450000000000003,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-65.25416667|-9.69111111
ctb0033-RO3709,54,52.16,4048,4055,1996,-1.84,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-63.84972222|-8.8425
ctb0033-RO2338,55,53.77,3884,3796,1996,-1.23,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-63.01194444|-8.37611111
ctb0033-RO3582,55,51.61,3566,3406,1996,-3.39,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-62.92111111|-8.16388889
ctb0033-RO3598,55,54.69,4237,4093,1996,-0.310000000000002,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-62.96555556|-8.16777778
ctb0033-RO2929,56,54.42,4698,4159,1996,-1.58,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-65.25861111|-9.72388889
ctb0033-RO3351,57,60.64,3481,3407,1996,3.64,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-63.96527778|-8.81777778
ctb0033-RO2960,58,67.58,3812,3704,1996,9.58,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-65.67555556|-9.60861111
ctb0033-RO2979,58,56.42,4026,3892,1996,-1.58,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-66.74083333|-9.7975
ctb0033-RO3352,58,58.7,3518,3427,1996,0.700000000000003,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-63.95388889|-8.87222222
ctb0033-RO1898,60,58.34,3907,3847,1996,-1.66,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.5325|-9.24166667
ctb0033-RO3597,60,59.15,4393,4091,1996,-0.850000000000001,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-62.94444444|-8.105
ctb0033-RO2945,61,63.99,3694,3596,1996,2.99,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-65.49444444|-9.65861111
ctb0033-RO3581,63,61.86,3427,3246,1996,-1.14,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-62.89111111|-8.165
ctb0033-RO3308,65,64.66,3717,3594,1996,-0.340000000000003,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.51833333|-9.45777778
ctb0033-RO3721,67,69.88,3438,3383,1996,2.88,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.04194444|-9.21361111
ctb0033-RO2383,68,67.57,4277,4258,1996,-0.430000000000007,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-63.77972222|-8.71527778
ctb0033-RO3716,70,70.06,3271,3121,1996,0.0600000000000023,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.08944444|-8.76
ctb0033-RO1153,71,72.1,3383,3288,1996,1.09999999999999,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-63.65805556|-9.71361111
ctb0033-RO3354,73,69.57,4103,3904,1996,-3.43000000000001,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.06194444|-8.86361111
ctb0033-RO2907,74,74.7,3961,3821,1996,0.700000000000003,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.61805556|-9.44333333
ctb0033-RO3585,76,75.63,3690,3505,1996,-0.370000000000005,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-62.91305556|-8.16694444
ctb0033-RO3707,78,78.65,3581,3464,1996,0.650000000000006,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-63.90583333|-8.86388889
ctb0033-RO2323,81,77.71,3685,3503,1996,-3.29000000000001,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-62.89055556|-8.12194444
ctb0033-RO3722,81,79.27,4450,4395,1996,-1.73,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.04194444|-9.23527778
ctb0033-RO2987,86,86.06,4070,3976,1996,0.0600000000000023,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-66.50166667|-9.69138889
ctb0033-RO3746,86,83.54,4081,4056,1996,-2.45999999999999,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.18277778|-9.07027778
ctb0033-RO3734,87,88.82,4409,4410,1996,1.81999999999999,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-63.86527778|-8.34777778
ctb0033-RO2917,89,86,7136,5695,1996,-3,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-65.36611111|-9.68583333
ctb0033-RO3718,91,91.04,4304,4200,1996,0.0400000000000063,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.13027778|-8.82916667
ctb0033-RO3309,94,96.32,3689,3596,1996,2.31999999999999,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.51694444|-9.42805556
ctb0033-RO3739,108,107.39,4120,4048,1996,-0.609999999999999,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-63.93916667|-8.49416667
ctb0033-RO3720,109,129.08,4038,3583,1996,20.08,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.065|-9.08638889
ctb0033-RO3314,110,104,4119,4088,1996,-6,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-64.78638889|-9.48166667
ctb0033-RO3713,175,179.61,5004,4324,1996,4.61000000000001,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-63.96388889|-8.74833333
