point_id,longitude,latitude,year,soc_stock_g_m2
ctb0003-sm-dnos-001,-53.794645,-29.651271,2009,1341
ctb0003-sm-dnos-002,-53.793987,-29.650564,2009,2246
ctb0003-sm-dnos-003,-53.793993,-29.650232,2009,2340
ctb0003-sm-dnos-004,-53.794345,-29.650311,2009,3933
ctb0003-sm-dnos-005,-53.792947,-29.650838,2009,2738
ctb0003-sm-dnos-006,-53.793499,-29.649951,2009,2732
ctb0003-sm-dnos-007,-53.793272,-29.649962,2009,3299
ctb0003-sm-dnos-008,-53.793633,-29.648468,2009,2311
ctb0003-sm-dnos-009,-53.793707,-29.647836,2009,1993
ctb0003-sm-dnos-010,-53.793019,-29.64797,2009,3109
ctb0003-sm-dnos-011,-53.792816,-29.64804,2009,1480
ctb0003-sm-dnos-012,-53.79206,-29.64927,2009,2268
ctb0003-sm-dnos-013,-53.79184,-29.648724,2009,2196
ctb0003-sm-dnos-014,-53.792442,-29.648539,2009,3186
ctb0003-sm-dnos-015,-53.792655,-29.648548,2009,2619
ctb0003-sm-dnos-016,-53.792509,-29.647109,2009,2851
ctb0003-sm-dnos-017,-53.79256,-29.646736,2009,2628
ctb0003-sm-dnos-018,-53.792256,-29.646199,2009,1044
ctb0003-sm-dnos-019,-53.792114,-29.645725,2009,3600
ctb0003-sm-dnos-020,-53.791419,-29.646682,2009,1751
ctb0003-sm-dnos-021,-53.793887,-29.652717,2009,2117
ctb0003-sm-dnos-022,-53.790043,-29.648311,2009,1287
ctb0003-sm-dnos-023,-53.78955,-29.648663,2009,373
ctb0003-sm-dnos-024,-53.788403,-29.649114,2009,821
ctb0003-sm-dnos-025,-53.786795,-29.650051,2009,1584
ctb0003-sm-dnos-026,-53.786729,-29.650198,2009,1777
ctb0003-sm-dnos-027,-53.786439,-29.647667,2009,4824
ctb0003-sm-dnos-028,-53.786838,-29.647463,2009,1287
ctb0003-sm-dnos-029,-53.785726,-29.646196,2009,1269
ctb0003-sm-dnos-030,-53.782776,-29.642239,2009,2002
ctb0003-sm-dnos-031,-53.782604,-29.641715,2009,2502
ctb0003-sm-dnos-032,-53.78358,-29.643612,2009,1377
ctb0003-sm-dnos-033,-53.783181,-29.644809,2009,3661
ctb0003-sm-dnos-034,-53.786181,-29.645831,2009,1739
ctb0003-sm-dnos-035,-53.79162,-29.65165,2009,3978
ctb0003-sm-dnos-036,-53.790323,-29.650243,2009,2102
ctb0003-sm-dnos-037,-53.789106,-29.649981,2009,2592
ctb0003-sm-dnos-038,-53.788766,-29.650904,2009,1534
ctb0003-sm-dnos-039,-53.788001,-29.651884,2009,1287
ctb0003-sm-dnos-040,-53.78967,-29.652096,2009,2268
ctb0003-sm-dnos-041,-53.790849,-29.6533,2009,1827
ctb0003-sm-dnos-042,-53.788561,-29.654778,2009,2030
ctb0003-sm-dnos-043,-53.788313,-29.654537,2009,1436
ctb0003-sm-dnos-044,-53.790373,-29.654251,2009,2074
ctb0003-sm-dnos-045,-53.796479,-29.653913,2009,3834
ctb0003-sm-dnos-046,-53.795904,-29.653944,2009,3625
ctb0003-sm-dnos-047,-53.797283,-29.654583,2009,4131
ctb0003-sm-dnos-048,-53.799054,-29.654445,2009,3276
ctb0003-sm-dnos-049,-53.799533,-29.653968,2009,4788
ctb0003-sm-dnos-050,-53.799876,-29.653101,2009,3915
ctb0003-sm-dnos-051,-53.798608,-29.653072,2009,1058
ctb0003-sm-dnos-052,-53.797866,-29.653518,2009,3150
ctb0003-sm-dnos-053,-53.795823,-29.653543,2009,2122
ctb0003-sm-dnos-054,-53.794759,-29.65719,2009,4275
ctb0003-sm-dnos-055,-53.798576,-29.655777,2009,2203
ctb0003-sm-dnos-056,-53.800101,-29.656367,2009,2772
ctb0003-sm-dnos-057,-53.802126,-29.656873,2009,4192
ctb0003-sm-dnos-058,-53.801405,-29.657328,2009,2430
ctb0003-sm-dnos-059,-53.795093,-29.656811,2009,1840
ctb0003-sm-dnos-060,-53.79213,-29.655161,2009,1930
ctb0003-sm-dnos-061,-53.793303,-29.655905,2009,1827
ctb0003-sm-dnos-062,-53.799539,-29.652645,2009,2898
ctb0003-sm-dnos-063,-53.807537,-29.652779,2009,3629
ctb0003-sm-dnos-064,-53.806834,-29.652269,2009,3465
ctb0003-sm-dnos-065,-53.806154,-29.651724,2009,2635
ctb0003-sm-dnos-066,-53.808047,-29.651232,2009,1449
ctb0003-sm-dnos-067,-53.810477,-29.650894,2009,2016
ctb0003-sm-dnos-068,-53.810061,-29.650623,2009,1922
ctb0003-sm-dnos-069,-53.804721,-29.651086,2009,2959
ctb0003-sm-dnos-070,-53.803219,-29.651684,2009,4108
ctb0003-sm-dnos-071,-53.804261,-29.652893,2009,3564
ctb0003-sm-dnos-072,-53.802675,-29.652871,2009,3888
ctb0003-sm-dnos-073,-53.803316,-29.653768,2009,5511
ctb0003-sm-dnos-074,-53.802057,-29.65548,2009,1966
ctb0003-sm-dnos-075,-53.801966,-29.654216,2009,3607
ctb0003-sm-dnos-076,-53.801884,-29.651857,2009,4309
ctb0003-sm-dnos-077,-53.801571,-29.649229,2009,3154
ctb0003-sm-dnos-078,-53.800074,-29.648679,2009,5472
ctb0003-sm-dnos-079,-53.798709,-29.649183,2009,4952
ctb0003-sm-dnos-080,-53.79658,-29.647794,2009,3780
ctb0003-sm-dnos-081,-53.798624,-29.647548,2009,3604
ctb0003-sm-dnos-082,-53.800643,-29.646427,2009,2104
ctb0003-sm-dnos-083,-53.801826,-29.646066,2009,3168
ctb0003-sm-dnos-084,-53.802176,-29.648401,2009,4235
ctb0003-sm-dnos-085,-53.800361,-29.651218,2009,2997
ctb0003-sm-dnos-086,-53.79877,-29.651636,2009,4446
ctb0003-sm-dnos-087,-53.797196,-29.650298,2009,4810
ctb0003-sm-dnos-088,-53.796987,-29.649121,2009,2754
ctb0003-sm-dnos-089,-53.794885,-29.649711,2009,3737
ctb0003-sm-dnos-090,-53.795826,-29.650713,2009,4057
ctb0003-sm-dnos-091,-53.796188,-29.652779,2009,4277
ctb0003-sm-dnos-092,-53.794408,-29.654742,2009,2754
ctb0003-sm-dnos-093,-53.797649,-29.657177,2009,3704
ctb0003-sm-dnos-094,-53.800373,-29.655175,2009,2252
ctb0003-sm-dnos-095,-53.806399,-29.654389,2009,5789
ctb0003-sm-dnos-096,-53.804268,-29.656062,2009,7241
ctb0003-sm-dnos-097,-53.805302,-29.657426,2009,4228
ctb0003-sm-dnos-098,-53.807257,-29.657608,2009,6210
ctb0003-sm-dnos-099,-53.80759,-29.656464,2009,2491
ctb0003-sm-dnos-100,-53.809483,-29.655057,2009,6361
ctb0003-sm-dnos-101,-53.810455,-29.653456,2009,3067
ctb0003-sm-dnos-102,-53.813868,-29.653407,2009,6955
ctb0003-sm-dnos-103,-53.815807,-29.651554,2009,5213
ctb0003-sm-dnos-104,-53.817632,-29.649864,2009,5216
ctb0003-sm-dnos-105,-53.818873,-29.647536,2009,4192
ctb0003-sm-dnos-106,-53.820936,-29.647208,2009,6293
ctb0003-sm-dnos-107,-53.819961,-29.644967,2009,10627
ctb0003-sm-dnos-108,-53.817577,-29.645775,2009,5184
ctb0003-sm-dnos-109,-53.816721,-29.644392,2009,3758
ctb0003-sm-dnos-110,-53.816153,-29.646251,2009,6782
ctb0003-sm-dnos-111,-53.816611,-29.648404,2009,6010
ctb0003-sm-dnos-112,-53.811275,-29.6551,2009,5600
ctb0003-sm-dnos-113,-53.807366,-29.653931,2009,3542
ctb0003-sm-dnos-114,-53.808993,-29.651437,2009,2268
ctb0003-sm-dnos-115,-53.812923,-29.649653,2009,5281
ctb0003-sm-dnos-116,-53.813232,-29.65128,2009,1584
ctb0003-sm-dnos-117,-53.814701,-29.649635,2009,2180
ctb0003-sm-dnos-118,-53.81388,-29.647975,2009,6623
ctb0003-sm-dnos-119,-53.814177,-29.646382,2009,6336
ctb0003-sm-dnos-120,-53.814058,-29.644258,2009,2891
ctb0003-sm-dnos-121,-53.812037,-29.643926,2009,5403
ctb0003-sm-dnos-122,-53.810899,-29.641713,2009,1521
ctb0003-sm-dnos-123,-53.803386,-29.649988,2009,5098
ctb0003-sm-dnos-124,-53.80643,-29.649006,2009,2243
ctb0003-sm-dnos-125,-53.808957,-29.648853,2009,1539
ctb0003-sm-dnos-126,-53.811243,-29.649264,2009,2394
ctb0003-sm-dnos-127,-53.811811,-29.647241,2009,1620
ctb0003-sm-dnos-128,-53.808963,-29.64702,2009,1195
ctb0003-sm-dnos-129,-53.806336,-29.647018,2009,1584
ctb0003-sm-dnos-130,-53.804158,-29.647128,2009,1480
ctb0003-sm-dnos-131,-53.805031,-29.643413,2009,1566
ctb0003-sm-dnos-132,-53.804305,-29.645335,2009,2770
ctb0003-sm-dnos-133,-53.80691,-29.644425,2009,1566
ctb0003-sm-dnos-134,-53.809659,-29.64505,2009,3305
ctb0003-sm-dnos-135,-53.812042,-29.645162,2009,3594
ctb0003-sm-dnos-136,-53.814595,-29.641137,2009,5148
ctb0003-sm-dnos-137,-53.814757,-29.642793,2009,2462
ctb0003-sm-dnos-138,-53.809797,-29.642767,2009,2563
ctb0003-sm-dnos-139,-53.806685,-29.641557,2009,2932
ctb0003-sm-dnos-140,-53.787549,-29.641442,2009,4996
ctb0003-sm-dnos-141,-53.790576,-29.642679,2009,1966
ctb0003-sm-dnos-142,-53.788381,-29.63922,2009,4043
ctb0003-sm-dnos-143,-53.786019,-29.637508,2009,6863
ctb0003-sm-dnos-144,-53.788554,-29.637093,2009,5462
ctb0003-sm-dnos-145,-53.785555,-29.634745,2009,6082
ctb0003-sm-dnos-146,-53.782922,-29.63555,2009,5663
ctb0003-sm-dnos-147,-53.770017,-29.640732,2009,4450
ctb0003-sm-dnos-148,-53.773006,-29.640575,2009,5465
ctb0003-sm-dnos-149,-53.775973,-29.639462,2009,6615
ctb0003-sm-dnos-150,-53.776691,-29.637458,2009,1326
ctb0003-sm-dnos-151,-53.773347,-29.637918,2009,5063
ctb0003-sm-dnos-152,-53.770344,-29.638366,2009,5184
ctb0003-sm-dnos-153,-53.774149,-29.6352,2009,4675
ctb0003-sm-dnos-154,-53.770128,-29.635703,2009,4244
ctb0003-sm-dnos-155,-53.770967,-29.633143,2009,4788
ctb0003-sm-dnos-156,-53.775819,-29.630383,2009,5472
ctb0003-sm-dnos-157,-53.771754,-29.630468,2009,6502
ctb0003-sm-dnos-158,-53.772261,-29.627864,2009,5364
ctb0003-sm-dnos-159,-53.793845,-29.641301,2009,2696
ctb0003-sm-dnos-160,-53.795824,-29.63928,2009,5332
ctb0003-sm-dnos-161,-53.792181,-29.639704,2009,2981
ctb0003-sm-dnos-162,-53.793533,-29.637754,2009,3398
ctb0003-sm-dnos-163,-53.791644,-29.637043,2009,2765
ctb0003-sm-dnos-164,-53.79277,-29.634679,2009,3607
ctb0003-sm-dnos-165,-53.793491,-29.632815,2009,2664
ctb0003-sm-dnos-166,-53.792412,-29.632731,2009,1620
ctb0003-sm-dnos-167,-53.789929,-29.631019,2009,2772
ctb0003-sm-dnos-168,-53.789562,-29.633504,2009,12100
ctb0003-sm-dnos-169,-53.808173,-29.640348,2009,2952
ctb0003-sm-dnos-170,-53.791219,-29.659826,2009,1933
ctb0003-sm-dnos-171,-53.791357,-29.661561,2009,1647
ctb0003-sm-dnos-172,-53.790273,-29.661112,2009,1814
ctb0003-sm-dnos-173,-53.788316,-29.660327,2009,4239
ctb0003-sm-dnos-174,-53.791491,-29.657305,2009,2844
ctb0003-sm-dnos-175,-53.788747,-29.656993,2009,3393
ctb0003-sm-dnos-176,-53.785327,-29.65311,2009,2290
ctb0003-sm-dnos-177,-53.783219,-29.651386,2009,5962
ctb0003-sm-dnos-178,-53.783879,-29.649234,2009,4058
ctb0003-sm-dnos-179,-53.780514,-29.648612,2009,3251
ctb0003-sm-dnos-180,-53.778733,-29.646016,2009,4185
ctb0003-sm-dnos-181,-53.777791,-29.644165,2009,4838
ctb0003-sm-dnos-182,-53.77652,-29.642462,2009,2404
ctb0003-sm-dnos-183,-53.772698,-29.64255,2009,1386
ctb0003-sm-dnos-184,-53.773951,-29.632775,2009,7056
ctb0003-sm-dnos-185,-53.77524,-29.62796,2009,4550
ctb0003-sm-dnos-186,-53.779236,-29.630274,2009,2678
ctb0003-sm-dnos-187,-53.779139,-29.628052,2009,5386
ctb0003-sm-dnos-188,-53.783342,-29.627437,2009,6255
ctb0003-sm-dnos-189,-53.785368,-29.628124,2009,4342
ctb0003-sm-dnos-190,-53.785349,-29.625145,2009,3081
ctb0003-sm-dnos-191,-53.787398,-29.62342,2009,5796
ctb0003-sm-dnos-192,-53.788318,-29.621231,2009,6350
ctb0003-sm-dnos-193,-53.790046,-29.61797,2009,3978
ctb0003-sm-dnos-194,-53.7917,-29.615567,2009,6161
ctb0003-sm-dnos-195,-53.793258,-29.618216,2009,5846
ctb0003-sm-dnos-196,-53.795506,-29.614269,2009,5746
ctb0003-sm-dnos-197,-53.793946,-29.611541,2009,6030
ctb0003-sm-dnos-198,-53.796737,-29.61049,2009,4892
ctb0003-sm-dnos-199,-53.798536,-29.612433,2009,5018
ctb0003-sm-dnos-200,-53.796745,-29.616664,2009,6388
ctb0003-sm-dnos-201,-53.797217,-29.619087,2009,5832
ctb0003-sm-dnos-202,-53.789514,-29.625137,2009,3087
ctb0003-sm-dnos-203,-53.791354,-29.624543,2009,3911
ctb0003-sm-dnos-204,-53.792262,-29.620957,2009,9191
ctb0003-sm-dnos-205,-53.795304,-29.621054,2009,3306
ctb0003-sm-dnos-206,-53.79328,-29.624849,2009,4820
ctb0003-sm-dnos-207,-53.797944,-29.624563,2009,7358
ctb0003-sm-dnos-208,-53.798718,-29.621531,2009,4595
ctb0003-sm-dnos-209,-53.80126,-29.628894,2009,7009
ctb0003-sm-dnos-210,-53.800734,-29.624383,2009,4927
ctb0003-sm-dnos-211,-53.801974,-29.622385,2009,7286
ctb0003-sm-dnos-212,-53.805302,-29.622928,2009,4752
ctb0003-sm-dnos-213,-53.804503,-29.620519,2009,3402
ctb0003-sm-dnos-214,-53.801228,-29.618387,2009,7594
ctb0003-sm-dnos-215,-53.822924,-29.623346,2009,4471
ctb0003-sm-dnos-216,-53.819207,-29.621771,2009,7533
ctb0003-sm-dnos-217,-53.816321,-29.620647,2009,4617
ctb0003-sm-dnos-218,-53.817553,-29.616431,2009,7128
ctb0003-sm-dnos-219,-53.816231,-29.618045,2009,6221
ctb0003-sm-dnos-220,-53.813617,-29.614749,2009,7258
ctb0003-sm-dnos-221,-53.812664,-29.616864,2009,6734
ctb0003-sm-dnos-222,-53.813449,-29.619463,2009,6401
ctb0003-sm-dnos-223,-53.809642,-29.617424,2009,6026
ctb0003-sm-dnos-224,-53.81223,-29.610305,2009,7868
ctb0003-sm-dnos-225,-53.809643,-29.613359,2009,7126
ctb0003-sm-dnos-226,-53.80738,-29.615494,2009,9191
ctb0003-sm-dnos-227,-53.817121,-29.624174,2009,2041
ctb0003-sm-dnos-228,-53.815956,-29.626721,2009,1446
ctb0003-sm-dnos-229,-53.814091,-29.629407,2009,4428
ctb0003-sm-dnos-230,-53.81169,-29.631197,2009,2835
ctb0003-sm-dnos-231,-53.813642,-29.63279,2009,4158
ctb0003-sm-dnos-232,-53.820196,-29.623587,2009,7371
ctb0003-sm-dnos-233,-53.818971,-29.626035,2009,2728
ctb0003-sm-dnos-234,-53.818497,-29.628662,2009,6210
ctb0003-sm-dnos-235,-53.816122,-29.630581,2009,5608
ctb0003-sm-dnos-236,-53.816982,-29.633061,2009,5400
ctb0003-sm-dnos-237,-53.813183,-29.638562,2009,7812
ctb0003-sm-dnos-238,-53.814983,-29.638336,2009,5472
ctb0003-sm-dnos-239,-53.814512,-29.635772,2009,5403
ctb0003-sm-dnos-240,-53.817575,-29.636101,2009,6192
ctb0003-sm-dnos-241,-53.817617,-29.639731,2009,2915
ctb0003-sm-dnos-242,-53.821581,-29.64418,2009,3853
ctb0003-sm-dnos-243,-53.816667,-29.643214,2009,709
ctb0003-sm-dnos-244,-53.811389,-29.633871,2009,4374
ctb0003-sm-dnos-245,-53.810934,-29.63668,2009,2563
ctb0003-sm-dnos-246,-53.807824,-29.635346,2009,1512
ctb0003-sm-dnos-247,-53.805437,-29.635722,2009,4862
ctb0003-sm-dnos-248,-53.810392,-29.639428,2009,1766
ctb0003-sm-dnos-249,-53.806943,-29.61889,2009,5263
ctb0003-sm-dnos-250,-53.800208,-29.615565,2009,5027
ctb0003-sm-dnos-251,-53.804678,-29.617042,2009,3888
ctb0003-sm-dnos-252,-53.808918,-29.611013,2009,7110
ctb0003-sm-dnos-253,-53.814113,-29.608149,2009,7114
ctb0003-sm-dnos-254,-53.811593,-29.607023,2009,6120
ctb0003-sm-dnos-255,-53.809653,-29.608535,2009,4801
ctb0003-sm-dnos-256,-53.803377,-29.614425,2009,6458
ctb0003-sm-dnos-257,-53.802224,-29.611576,2009,4961
ctb0003-sm-dnos-258,-53.811102,-29.622458,2009,4309
ctb0003-sm-dnos-259,-53.802164,-29.606817,2009,6505
ctb0003-sm-dnos-260,-53.80344,-29.608928,2009,7151
ctb0003-sm-dnos-261,-53.8011,-29.60458,2009,7200
ctb0003-sm-dnos-262,-53.798785,-29.606302,2009,6975
ctb0003-sm-dnos-263,-53.796683,-29.607925,2009,4932
ctb0003-sm-dnos-264,-53.799702,-29.608878,2009,5540
ctb0003-sm-dnos-265,-53.806341,-29.609803,2009,5476
ctb0003-sm-dnos-266,-53.806074,-29.607538,2009,7497
ctb0003-sm-dnos-267,-53.80544,-29.612475,2009,13120
ctb0003-sm-dnos-268,-53.808803,-29.627639,2009,1048
ctb0003-sm-dnos-269,-53.806173,-29.626229,2009,1657
ctb0003-sm-dnos-270,-53.804337,-29.62449,2009,1688
ctb0003-sm-dnos-271,-53.805212,-29.627586,2009,5297
ctb0003-sm-dnos-272,-53.806629,-29.628861,2009,1447
ctb0003-sm-dnos-273,-53.805395,-29.630352,2009,3697
ctb0003-sm-dnos-274,-53.808268,-29.629849,2009,3780
ctb0003-sm-dnos-275,-53.807248,-29.632673,2009,1867
ctb0003-sm-dnos-276,-53.805602,-29.633343,2009,2203
ctb0003-sm-dnos-277,-53.811908,-29.628733,2009,3726
ctb0003-sm-dnos-278,-53.807237,-29.638006,2009,3931
ctb0003-sm-dnos-279,-53.805625,-29.640199,2009,1642
ctb0003-sm-dnos-280,-53.799526,-29.640821,2009,1643
ctb0003-sm-dnos-281,-53.799216,-29.643972,2009,1907
ctb0003-sm-dnos-282,-53.808783,-29.62472,2009,4612
ctb0003-sm-dnos-283,-53.807754,-29.622186,2009,4514
ctb0003-sm-dnos-284,-53.810271,-29.619944,2009,3527
ctb0003-sm-dnos-285,-53.81328,-29.621779,2009,3672
ctb0003-sm-dnos-286,-53.813476,-29.624584,2009,1858
ctb0003-sm-dnos-287,-53.811515,-29.625887,2009,3848
ctb0003-sm-dnos-288,-53.793397,-29.643112,2009,4152
ctb0003-sm-dnos-289,-53.794785,-29.644984,2009,8094
ctb0003-sm-dnos-290,-53.79614,-29.64296,2009,2381
ctb0003-sm-dnos-291,-53.797432,-29.645902,2009,2722
ctb0003-sm-dnos-292,-53.805281,-29.605145,2009,4032
ctb0003-sm-dnos-293,-53.802114,-29.626737,2009,6426
ctb0003-sm-dnos-294,-53.787525,-29.625315,2009,5094
ctb0003-sm-dnos-295,-53.787066,-29.630181,2009,5503
ctb0003-sm-dnos-296,-53.785893,-29.631712,2009,5002
ctb0003-sm-dnos-297,-53.781947,-29.633002,2009,4272
ctb0003-sm-dnos-298,-53.778198,-29.633508,2009,3920
ctb0003-sm-dnos-299,-53.776262,-29.634397,2009,1665
ctb0003-sm-dnos-300,-53.779644,-29.640146,2009,1881
ctb0003-sm-dnos-301,-53.781591,-29.638951,2009,2682
ctb0003-sm-dnos-302,-53.779321,-29.636665,2009,2548
ctb0003-sm-dnos-303,-53.782053,-29.629925,2009,15916
ctb0003-sm-dnos-304,-53.781895,-29.646936,2009,4376
ctb0003-sm-dnos-305,-53.78165,-29.643288,2009,2088
ctb0003-sm-dnos-306,-53.783971,-29.641426,2009,1918
ctb0003-sm-dnos-307,-53.78928,-29.645178,2009,3096
ctb0003-sm-dnos-308,-53.801995,-29.643462,2009,1922
ctb0003-sm-dnos-309,-53.798483,-29.638399,2009,5027
ctb0003-sm-dnos-310,-53.796176,-29.636379,2009,1814
ctb0003-sm-dnos-311,-53.796364,-29.634465,2009,2208
ctb0003-sm-dnos-312,-53.801775,-29.631777,2009,4004
ctb0003-sm-dnos-313,-53.798727,-29.631263,2009,1045
ctb0003-sm-dnos-314,-53.796921,-29.625943,2009,6610
ctb0003-sm-dnos-315,-53.793425,-29.628681,2009,6244
ctb0003-sm-dnos-316,-53.796474,-29.630243,2009,5465
ctb0003-sm-dnos-317,-53.798254,-29.629007,2009,2022
ctb0003-sm-dnos-318,-53.802661,-29.635847,2009,4241
ctb0003-sm-dnos-319,-53.803755,-29.637746,2009,2753
ctb0003-sm-dnos-320,-53.802998,-29.639039,2009,10930
ctb0003-sm-dnos-321,-53.801426,-29.638301,2009,2267
ctb0003-sm-dnos-322,-53.799553,-29.635547,2009,3440
ctb0003-sm-dnos-323,-53.802428,-29.641051,2009,4325
ctb0003-sm-dnos-324,-53.787873,-29.625082,2011,3206
ctb0003-sm-dnos-325,-53.786644,-29.62871,2011,6356
ctb0003-sm-dnos-326,-53.788389,-29.628381,2011,4526
ctb0003-sm-dnos-327,-53.788474,-29.626886,2011,7128
ctb0003-sm-dnos-328,-53.788732,-29.626399,2011,3744
ctb0003-sm-dnos-329,-53.788224,-29.627674,2011,3295
ctb0003-sm-dnos-330,-53.789644,-29.627991,2011,5590
ctb0003-sm-dnos-331,-53.790217,-29.627805,2011,4911
ctb0003-sm-dnos-332,-53.79037,-29.622202,2011,6642
ctb0003-sm-dnos-333,-53.793849,-29.623116,2011,4950
ctb0003-sm-dnos-334,-53.794571,-29.623717,2011,5395
ctb0003-sm-dnos-335,-53.795534,-29.62455,2011,4658
ctb0003-sm-dnos-336,-53.797046,-29.626271,2011,8316
ctb0003-sm-dnos-337,-53.796533,-29.626693,2011,6545
ctb0003-sm-dnos-338,-53.797059,-29.628048,2011,5465
ctb0003-sm-dnos-339,-53.799666,-29.627511,2011,5100
ctb0003-sm-dnos-340,-53.795503,-29.629005,2011,4023
ctb0003-sm-dnos-341,-53.805933,-29.641887,2013,1494
ctb0003-sm-dnos-342,-53.806853,-29.642282,2013,1217
ctb0003-sm-dnos-343,-53.807792,-29.64265,2013,2448
ctb0003-sm-dnos-344,-53.808722,-29.643027,2013,2180
ctb0003-sm-dnos-345,-53.809662,-29.643413,2013,2491
ctb0003-sm-dnos-346,-53.80773,-29.640775,2013,3604
ctb0003-sm-dnos-347,-53.808717,-29.640989,2013,3148
ctb0003-sm-dnos-348,-53.809787,-29.641237,2013,3348
ctb0003-sm-dnos-349,-53.81069,-29.641407,2013,3881
ctb0003-sm-dnos-350,-53.811657,-29.641666,2013,3478
ctb0003-sm-dnos-351,-53.807954,-29.649601,2013,2770
ctb0003-sm-dnos-352,-53.808951,-29.649417,2013,1858
ctb0003-sm-dnos-353,-53.809981,-29.649341,2013,1503
ctb0003-sm-dnos-354,-53.811022,-29.649265,2013,2770
ctb0003-sm-dnos-355,-53.812053,-29.649189,2013,1879
ctb0003-sm-dnos-356,-53.815417,-29.632819,2012,3738
ctb0003-sm-dnos-357,-53.814453,-29.632308,2012,2079
ctb0003-sm-dnos-358,-53.813526,-29.632003,2012,4459
ctb0003-sm-dnos-359,-53.812514,-29.631627,2013,3521
ctb0003-sm-dnos-360,-53.811566,-29.631305,2013,18890
ctb0003-sm-dnos-361,-53.787474,-29.623597,2012,5256
ctb0003-sm-dnos-362,-53.786729,-29.62428,2012,5940
ctb0003-sm-dnos-363,-53.786023,-29.624881,2012,5557
ctb0003-sm-dnos-364,-53.785329,-29.625572,2012,6030
ctb0003-sm-dnos-365,-53.784594,-29.626228,2012,5179
ctb0003-sm-dnos-366,-53.775854,-29.637668,2013,2788
ctb0003-sm-dnos-367,-53.775065,-29.638261,2013,4388
ctb0003-sm-dnos-368,-53.774265,-29.638837,2013,5506
ctb0003-sm-dnos-369,-53.773475,-29.639413,2013,3024
ctb0003-sm-dnos-370,-53.772686,-29.639998,2013,3240
ctb0003-sm-dnos-371,-53.791783,-29.651431,2012,3528
ctb0003-sm-dnos-372,-53.790984,-29.652034,2012,2520
ctb0003-sm-dnos-373,-53.790196,-29.652664,2012,2981
ctb0003-sm-dnos-374,-53.789439,-29.653311,2012,2074
ctb0003-sm-dnos-375,-53.788711,-29.653849,2012,1802
ctb0003-sm-dnos-376,-53.798455,-29.616411,2012,5538
ctb0003-sm-dnos-377,-53.798779,-29.617297,2012,5548
ctb0003-sm-dnos-378,-53.79908,-29.618103,2012,5227
ctb0003-sm-dnos-379,-53.799403,-29.618962,2012,2892
ctb0003-sm-dnos-380,-53.799727,-29.619839,2012,4611
ctb0003-sm-dnos-381,-53.809508,-29.627858,2012,4380
ctb0003-sm-dnos-382,-53.808711,-29.628533,2012,3533
ctb0003-sm-dnos-383,-53.80789,-29.629073,2012,1674
ctb0003-sm-dnos-384,-53.807069,-29.629605,2012,1894
ctb0003-sm-dnos-385,-53.806321,-29.63018,2012,2052
ctb0003-sm-dnos-386,-53.817653,-29.645264,2013,7187
ctb0003-sm-dnos-387,-53.816633,-29.644952,2013,7128
ctb0003-sm-dnos-388,-53.815736,-29.644637,2013,6950
ctb0003-sm-dnos-389,-53.814786,-29.644251,2013,1739
ctb0003-sm-dnos-390,-53.813846,-29.643883,2013,3010
ctb0003-sm-dnos-391,-53.803137,-29.613651,2012,4451
ctb0003-sm-dnos-392,-53.802267,-29.613174,2012,7027
ctb0003-sm-dnos-393,-53.801399,-29.612732,2012,4968
ctb0003-sm-dnos-394,-53.800487,-29.612246,2012,5386
ctb0003-sm-dnos-395,-53.799588,-29.611823,2012,7182
ctb0003-sm-dnos-396,-53.806504,-29.610721,2012,7906
ctb0003-sm-dnos-397,-53.806146,-29.611576,2012,7488
ctb0003-sm-dnos-398,-53.805798,-29.61245,2012,4720
ctb0003-sm-dnos-399,-53.805428,-29.61326,2012,3352
ctb0003-sm-dnos-400,-53.805081,-29.614124,2012,6672
ctb0004-Boca_da_Mata_9_1,-35.1385953154673,-8.58294884595047,2007,2115
ctb0004-Boca_da_Mata_9_2,-35.1388724360763,-8.5833440036037,2007,3699
ctb0004-Boca_da_Mata_9_3,-35.1388808765493,-8.58299230808221,2007,5629
ctb0004-Boca_da_Mata_9_4,-35.1387518587687,-8.58312130004281,2007,5754
ctb0004-Boca_da_Mata_9_5,-35.1389055047754,-8.5831199428064,2007,6003
ctb0004-Boca_da_Mata_9_6,-35.1388033027789,-8.58346919047788,2007,6210
ctb0004-Boca_da_Mata_9_7,-35.1383775670538,-8.58330763652692,2007,7245
ctb0004-Forest,-35.138219987036,-8.57963260263453,2007,8164
ctb0004-Palma-5,-35.138422147592,-8.5831825185521,2007,4984
ctb0004-Palma-9,-35.1399392421755,-8.56271363492062,2007,7592
ctb0004-Rosario_26_1,-35.1340361318198,-8.57696673238967,2007,4752
ctb0004-Rosario_26_2,-35.1342743915883,-8.5767673771579,2007,5502
ctb0004-Rosario_26_3,-35.1343397598135,-8.57679695376255,2007,5148
ctb0004-Rosario_26_4,-35.1343600942829,-8.57680640967987,2007,5025
ctb0004-Rosario_26_5,-35.1340664832615,-8.57701963562464,2007,4752
ctb0004-Rosario_26_6,-35.1344406742499,-8.57661911759776,2007,5502
ctb0004-Rosario_26_7,-35.1344103307549,-8.57701952705123,2007,5386
ctb0004-Rosario_27_1,-35.1342122384411,-8.57610627011565,2007,4988
ctb0004-Rosario_27_2,-35.1337963850913,-8.57612090445313,2007,4824
