point_id,year,soc_stock_g_m2,code_state,abbrev_state,name_state,code_region,name_region,latitude,longitude
ctb0033-RO2121,1996,2990,11,RO,Rondônia,1,Norte,c(-65.13388889, -11.61444444)
ctb0033-RO2122,1996,4454,11,RO,Rondônia,1,Norte,c(-65.05444444, -11.825)
ctb0033-RO2123,1996,7967,11,RO,Rondônia,1,Norte,c(-65.05805556, -11.82361111)
ctb0033-RO2124,1996,2645,11,RO,Rondônia,1,Norte,c(-65.05666667, -11.82444444)
ctb0033-RO2125,1996,3718,11,RO,Rondônia,1,Norte,c(-64.97333333, -11.89055556)
ctb0033-RO2126,1996,2952,11,RO,Rondônia,1,Norte,c(-64.97527778, -11.8925)
ctb0033-RO2127,1996,2406,11,RO,Rondônia,1,Norte,c(-64.97777778, -11.895)
ctb0033-RO2128,1996,1353,11,RO,Rondônia,1,Norte,c(-65.05777778, -11.80444444)
ctb0033-RO2129,1996,3181,11,RO,Rondônia,1,Norte,c(-65.02416667, -11.87916667)
ctb0033-RO2130,1996,3472,11,RO,Rondônia,1,Norte,c(-65.02416667, -11.87472222)
ctb0033-RO2131,1996,1278,11,RO,Rondônia,1,Norte,c(-64.87888889, -11.75333333)
ctb0033-RO2132,1996,7064,11,RO,Rondônia,1,Norte,c(-64.84, -11.7675)
ctb0033-RO2133,1996,1930,11,RO,Rondônia,1,Norte,c(-64.8775, -11.74194444)
ctb0033-RO2134,1996,4663,11,RO,Rondônia,1,Norte,c(-65.00638889, -11.79944444)
ctb0033-RO2135,1996,1662,11,RO,Rondônia,1,Norte,c(-64.91194444, -11.76583333)
ctb0033-RO2136,1996,5107,11,RO,Rondônia,1,Norte,c(-65.00666667, -11.83083333)
ctb0033-RO2137,1996,1735,11,RO,Rondônia,1,Norte,c(-64.87722222, -11.77777778)
ctb0033-RO2138,1996,9791,11,RO,Rondônia,1,Norte,c(-65.00694444, -11.84777778)
ctb0033-RO2139,1996,2155,11,RO,Rondônia,1,Norte,c(-64.84805556, -11.74527778)
ctb0033-RO2140,1996,5106,11,RO,Rondônia,1,Norte,c(-65.01388889, -11.85444444)
ctb0033-RO2141,1996,4642,11,RO,Rondônia,1,Norte,c(-64.84583333, -11.74222222)
ctb0033-RO2142,1996,1120,11,RO,Rondônia,1,Norte,c(-65.04027778, -11.185)
ctb0033-RO2143,1996,6255,11,RO,Rondônia,1,Norte,c(-65.09611111, -11.07527778)
ctb0033-RO2144,1996,2855,11,RO,Rondônia,1,Norte,c(-65.03277778, -11.17777778)
ctb0033-RO2145,1996,5454,11,RO,Rondônia,1,Norte,c(-65.09777778, -11.075)
ctb0033-RO2146,1996,9278,11,RO,Rondônia,1,Norte,c(-65.0275, -11.17111111)
ctb0033-RO2147,1996,1798,11,RO,Rondônia,1,Norte,c(-65.10111111, -11.07777778)
ctb0033-RO2148,1996,7982,11,RO,Rondônia,1,Norte,c(-65.02, -11.16638889)
ctb0033-RO2149,1996,6701,11,RO,Rondônia,1,Norte,c(-65.0475, -11.16833333)
ctb0033-RO2150,1996,1918,11,RO,Rondônia,1,Norte,c(-64.96083333, -11.21944444)
ctb0033-RO2151,1996,2917,11,RO,Rondônia,1,Norte,c(-65.03888889, -11.1725)
ctb0033-RO2152,1996,5480,11,RO,Rondônia,1,Norte,c(-64.83611111, -11.29305556)
ctb0033-RO2153,1996,7229,11,RO,Rondônia,1,Norte,c(-65.02527778, -11.16972222)
ctb0033-RO2154,1996,2746,11,RO,Rondônia,1,Norte,c(-64.83472222, -11.29111111)
ctb0033-RO2155,1996,5549,11,RO,Rondônia,1,Norte,c(-64.96361111, -11.21722222)
ctb0033-RO2156,1996,2105,11,RO,Rondônia,1,Norte,c(-64.83416667, -11.29055556)
ctb0033-RO2157,1996,14752,11,RO,Rondônia,1,Norte,c(-64.84611111, -11.29972222)
ctb0033-RO2158,1996,4096,11,RO,Rondônia,1,Norte,c(-64.83916667, -11.29583333)
ctb0033-RO2159,1996,3444,11,RO,Rondônia,1,Norte,c(-64.83138889, -11.18111111)
ctb0033-RO2160,1996,6282,11,RO,Rondônia,1,Norte,c(-64.87722222, -11.28555556)
ctb0033-RO2161,1996,4165,11,RO,Rondônia,1,Norte,c(-64.83388889, -11.18111111)
ctb0033-RO2162,1996,5401,11,RO,Rondônia,1,Norte,c(-64.88861111, -11.28972222)
ctb0033-RO2163,1996,3911,11,RO,Rondônia,1,Norte,c(-64.83666667, -11.18083333)
ctb0033-RO2164,1996,4521,11,RO,Rondônia,1,Norte,c(-64.83638889, -11.1475)
ctb0033-RO2165,1996,4212,11,RO,Rondônia,1,Norte,c(-64.89694444, -11.18166667)
ctb0033-RO2166,1996,4190,11,RO,Rondônia,1,Norte,c(-64.83638889, -11.15638889)
ctb0033-RO2167,1996,4644,11,RO,Rondônia,1,Norte,c(-64.89916667, -11.17888889)
ctb0033-RO2168,1996,2288,11,RO,Rondônia,1,Norte,c(-64.83638889, -11.16277778)
ctb0033-RO2169,1996,1512,11,RO,Rondônia,1,Norte,c(-64.89416667, -11.18416667)
ctb0033-RO2170,1996,3109,11,RO,Rondônia,1,Norte,c(-64.83555556, -11.16861111)
ctb0033-RO2171,1996,2110,11,RO,Rondônia,1,Norte,c(-64.88666667, -11.1875)
ctb0033-RO2172,1996,1281,11,RO,Rondônia,1,Norte,c(-65.17444444, -11.04472222)
ctb0033-RO2173,1996,2366,11,RO,Rondônia,1,Norte,c(-65.08722222, -11.22083333)
ctb0033-RO2174,1996,738,11,RO,Rondônia,1,Norte,c(-65.17416667, -11.04472222)
ctb0033-RO2175,1996,4727,11,RO,Rondônia,1,Norte,c(-64.67638889, -11.48027778)
ctb0033-RO2176,1996,3985,11,RO,Rondônia,1,Norte,c(-64.65861111, -11.48055556)
ctb0033-RO2177,1996,6250,11,RO,Rondônia,1,Norte,c(-64.6525, -11.47972222)
ctb0033-RO2178,1996,3042,11,RO,Rondônia,1,Norte,c(-64.67333333, -11.40388889)
ctb0033-RO2179,1996,4286,11,RO,Rondônia,1,Norte,c(-64.67583333, -11.40611111)
ctb0033-RO2180,1996,3617,11,RO,Rondônia,1,Norte,c(-64.71638889, -11.38722222)
ctb0033-RO2181,1996,8093,11,RO,Rondônia,1,Norte,c(-64.71722222, -11.385)
ctb0033-RO2182,1996,5184,11,RO,Rondônia,1,Norte,c(-64.78944444, -11.35916667)
ctb0033-RO2183,1996,9775,11,RO,Rondônia,1,Norte,c(-64.79027778, -11.35277778)
ctb0033-RO2184,1996,7445,11,RO,Rondônia,1,Norte,c(-64.82527778, -11.34111111)
ctb0033-RO2185,1996,2795,11,RO,Rondônia,1,Norte,c(-65.06111111, -10.93444444)
ctb0033-RO2186,1996,2055,11,RO,Rondônia,1,Norte,c(-65.06555556, -10.93305556)
ctb0033-RO2187,1996,3576,11,RO,Rondônia,1,Norte,c(-65.06055556, -10.9325)
ctb0033-RO2188,1996,6070,11,RO,Rondônia,1,Norte,c(-64.99416667, -10.87305556)
ctb0033-RO2189,1996,2640,11,RO,Rondônia,1,Norte,c(-64.99611111, -10.875)
ctb0033-RO2190,1996,1256,11,RO,Rondônia,1,Norte,c(-64.73805556, -10.75166667)
ctb0033-RO2191,1996,1065,11,RO,Rondônia,1,Norte,c(-64.73444444, -10.75361111)
ctb0033-RO2192,1996,2695,11,RO,Rondônia,1,Norte,c(-64.90861111, -10.84583333)
ctb0033-RO2193,1996,1396,11,RO,Rondônia,1,Norte,c(-64.90666667, -10.83888889)
ctb0033-RO2194,1996,732,11,RO,Rondônia,1,Norte,c(-64.91027778, -10.83277778)
ctb0033-RO2195,1996,3891,11,RO,Rondônia,1,Norte,c(-59.89555556, -12.29305556)
ctb0033-RO2196,1996,6157,11,RO,Rondônia,1,Norte,c(-59.855, -12.32)
ctb0033-RO2197,1996,1644,11,RO,Rondônia,1,Norte,c(-59.87111111, -12.31916667)
ctb0033-RO2198,1996,2999,11,RO,Rondônia,1,Norte,c(-59.85416667, -12.33861111)
ctb0033-RO2199,1996,3886,11,RO,Rondônia,1,Norte,c(-59.85611111, -12.37111111)
ctb0033-RO2200,1996,3192,11,RO,Rondônia,1,Norte,c(-60.18888889, -12.895)
ctb0033-RO2201,1996,2889,11,RO,Rondônia,1,Norte,c(-59.86611111, -12.39277778)
ctb0033-RO2202,1996,5069,11,RO,Rondônia,1,Norte,c(-59.89555556, -12.42361111)
ctb0033-RO2203,1996,4158,11,RO,Rondônia,1,Norte,c(-59.92333333, -12.38361111)
ctb0033-RO2204,1996,6702,11,RO,Rondônia,1,Norte,c(-60.01861111, -12.50111111)
ctb0033-RO2205,1996,8578,11,RO,Rondônia,1,Norte,c(-60.18083333, -12.92416667)
ctb0033-RO2206,1996,8256,11,RO,Rondônia,1,Norte,c(-60.1675, -12.92583333)
ctb0033-RO2207,1996,2455,11,RO,Rondônia,1,Norte,c(-60.13388889, -12.95222222)
ctb0033-RO2208,1996,3303,11,RO,Rondônia,1,Norte,c(-60.18333333, -12.89583333)
ctb0033-RO2209,1996,4563,11,RO,Rondônia,1,Norte,c(-60.29055556, -12.99055556)
ctb0033-RO2210,1996,5330,11,RO,Rondônia,1,Norte,c(-60.22805556, -12.89972222)
ctb0033-RO2211,1996,1786,11,RO,Rondônia,1,Norte,c(-60.11111111, -12.8125)
ctb0033-RO2212,1996,5065,11,RO,Rondônia,1,Norte,c(-59.95527778, -12.45055556)
ctb0033-RO2213,1996,4805,11,RO,Rondônia,1,Norte,c(-59.97, -12.415)
ctb0033-RO2214,1996,5790,11,RO,Rondônia,1,Norte,c(-59.92305556, -12.33444444)
ctb0033-RO2215,1996,3456,11,RO,Rondônia,1,Norte,c(-59.9625, -12.36694444)
ctb0033-RO2216,1996,5746,11,RO,Rondônia,1,Norte,c(-60.0275, -12.49416667)
ctb0033-RO2217,1996,4708,11,RO,Rondônia,1,Norte,c(-60.05083333, -12.45111111)
ctb0033-RO2218,1996,6678,11,RO,Rondônia,1,Norte,c(-60.18833333, -12.57861111)
ctb0033-RO2219,1996,2928,11,RO,Rondônia,1,Norte,c(-60.20722222, -12.56638889)
ctb0033-RO2220,1996,2734,11,RO,Rondônia,1,Norte,c(-60.20777778, -12.5525)
ctb0033-RO2221,1996,2256,11,RO,Rondônia,1,Norte,c(-60.21027778, -12.52388889)
ctb0033-RO2222,1996,2072,11,RO,Rondônia,1,Norte,c(-62.00861111, -12.18555556)
ctb0033-RO2223,1996,2908,11,RO,Rondônia,1,Norte,c(-62.03388889, -12.21833333)
ctb0033-RO2224,1996,5036,11,RO,Rondônia,1,Norte,c(-62.00305556, -12.0425)
ctb0033-RO2225,1996,5215,11,RO,Rondônia,1,Norte,c(-62.21694444, -12.04083333)
ctb0033-RO2226,1996,5850,11,RO,Rondônia,1,Norte,c(-62.19222222, -12.04527778)
ctb0033-RO2227,1996,5090,11,RO,Rondônia,1,Norte,c(-62.14611111, -12.04222222)
ctb0033-RO2228,1996,3998,11,RO,Rondônia,1,Norte,c(-62.04777778, -12.04166667)
ctb0033-RO2229,1996,5154,11,RO,Rondônia,1,Norte,c(-62.01805556, -12.08666667)
ctb0033-RO2230,1996,6041,11,RO,Rondônia,1,Norte,c(-62.12305556, -12.08777778)
ctb0033-RO2231,1996,5741,11,RO,Rondônia,1,Norte,c(-61.97027778, -12.08694444)
ctb0033-RO2232,1996,8915,11,RO,Rondônia,1,Norte,c(-61.92944444, -12.06722222)
ctb0033-RO2233,1996,5724,11,RO,Rondônia,1,Norte,c(-61.92916667, -12.02361111)
ctb0033-RO2234,1996,5773,11,RO,Rondônia,1,Norte,c(-61.92444444, -11.9525)
ctb0033-RO2235,1996,5182,11,RO,Rondônia,1,Norte,c(-62.08, -12.0875)
ctb0033-RO2236,1996,4097,11,RO,Rondônia,1,Norte,c(-62.15166667, -12.09)
ctb0033-RO2237,1996,3347,11,RO,Rondônia,1,Norte,c(-61.92055556, -12.10388889)
ctb0033-RO2238,1996,13561,11,RO,Rondônia,1,Norte,c(-61.91833333, -12.13083333)
ctb0033-RO2239,1996,7540,11,RO,Rondônia,1,Norte,c(-61.87416667, -12.12805556)
ctb0033-RO2240,1996,3674,11,RO,Rondônia,1,Norte,c(-61.87277778, -12.13222222)
ctb0033-RO2241,1996,4640,11,RO,Rondônia,1,Norte,c(-61.82305556, -12.13194444)
ctb0033-RO2242,1996,5188,11,RO,Rondônia,1,Norte,c(-61.9775, -12.13222222)
ctb0033-RO2243,1996,3786,11,RO,Rondônia,1,Norte,c(-61.96638889, -12.13194444)
ctb0033-RO2244,1996,5303,11,RO,Rondônia,1,Norte,c(-61.8125, -12.14805556)
ctb0033-RO2245,1996,4498,11,RO,Rondônia,1,Norte,c(-61.99222222, -12.11694444)
ctb0033-RO2246,1996,3465,11,RO,Rondônia,1,Norte,c(-61.77527778, -12.13277778)
ctb0033-RO2247,1996,1482,11,RO,Rondônia,1,Norte,c(-61.73222222, -12.13194444)
ctb0033-RO2248,1996,1015,11,RO,Rondônia,1,Norte,c(-61.67333333, -12.22055556)
ctb0033-RO2249,1996,6489,11,RO,Rondônia,1,Norte,c(-61.67194444, -12.13194444)
ctb0033-RO2250,1996,6763,11,RO,Rondônia,1,Norte,c(-61.94555556, -12.08722222)
ctb0033-RO2251,1996,4236,11,RO,Rondônia,1,Norte,c(-61.93972222, -12.05027778)
ctb0033-RO2252,1996,5120,11,RO,Rondônia,1,Norte,c(-61.92916667, -11.99944444)
ctb0033-RO2253,1996,5502,11,RO,Rondônia,1,Norte,c(-61.85944444, -11.99555556)
ctb0033-RO2254,1996,5636,11,RO,Rondônia,1,Norte,c(-61.84694444, -12.035)
ctb0033-RO2254D,1996,508,11,RO,Rondônia,1,Norte,c(-61.8455719220803, -12.0340129826652)
ctb0033-RO2255,1996,2561,11,RO,Rondônia,1,Norte,c(-61.81916667, -12.19027778)
ctb0033-RO2256,1996,8357,11,RO,Rondônia,1,Norte,c(-61.87805556, -12.18694444)
ctb0033-RO2257,1996,5114,11,RO,Rondônia,1,Norte,c(-61.78444444, -12.18972222)
ctb0033-RO2258,1996,3000,11,RO,Rondônia,1,Norte,c(-61.78388889, -12.25111111)
ctb0033-RO2259,1996,2030,11,RO,Rondônia,1,Norte,c(-61.78888889, -12.30222222)
ctb0033-RO2260,1996,5497,11,RO,Rondônia,1,Norte,c(-61.78472222, -12.34)
ctb0033-RO2261,1996,5421,11,RO,Rondônia,1,Norte,c(-61.73138889, -12.35583333)
ctb0033-RO2262,1996,5085,11,RO,Rondônia,1,Norte,c(-61.70972222, -12.28722222)
ctb0033-RO2263,1996,4047,11,RO,Rondônia,1,Norte,c(-61.7275, -12.23305556)
ctb0033-RO2264,1996,1717,11,RO,Rondônia,1,Norte,c(-61.70638889, -12.00388889)
ctb0033-RO2265,1996,6032,11,RO,Rondônia,1,Norte,c(-61.70722222, -12.0025)
ctb0033-RO2266,1996,10049,11,RO,Rondônia,1,Norte,c(-61.72444444, -12.05055556)
ctb0033-RO2267,1996,2550,11,RO,Rondônia,1,Norte,c(-61.66777778, -12.08888889)
ctb0033-RO2268,1996,7409,11,RO,Rondônia,1,Norte,c(-61.61916667, -12.08666667)
ctb0033-RO2269,1996,8245,11,RO,Rondônia,1,Norte,c(-61.5875, -12.08527778)
ctb0033-RO2270,1996,12646,11,RO,Rondônia,1,Norte,c(-61.63083333, -12.04888889)
ctb0033-RO2271,1996,2977,11,RO,Rondônia,1,Norte,c(-61.59972222, -11.95305556)
ctb0033-RO2272,1996,5248,11,RO,Rondônia,1,Norte,c(-61.46027778, -11.99638889)
ctb0033-RO2273,1996,2194,11,RO,Rondônia,1,Norte,c(-61.51388889, -11.99666667)
ctb0033-RO2274,1996,5596,11,RO,Rondônia,1,Norte,c(-61.54138889, -12.00111111)
ctb0033-RO2275,1996,6556,11,RO,Rondônia,1,Norte,c(-61.50527778, -12.04138889)
ctb0033-RO2276,1996,2814,11,RO,Rondônia,1,Norte,c(-61.47611111, -12.04166667)
ctb0033-RO2277,1996,8703,11,RO,Rondônia,1,Norte,c(-61.50694444, -12.07305556)
ctb0033-RO2278,1996,6032,11,RO,Rondônia,1,Norte,c(-61.54583333, -12.04027778)
ctb0033-RO2279,1996,3964,11,RO,Rondônia,1,Norte,c(-61.5475, -12.08638889)
ctb0033-RO2280,1996,3550,11,RO,Rondônia,1,Norte,c(-61.84861111, -12.07666667)
ctb0033-RO2281,1996,3352,11,RO,Rondônia,1,Norte,c(-61.81944444, -12.21194444)
ctb0033-RO2282,1996,3095,11,RO,Rondônia,1,Norte,c(-61.82055556, -12.23777778)
ctb0033-RO2283,1996,1676,11,RO,Rondônia,1,Norte,c(-61.82388889, -12.24361111)
ctb0033-RO2284,1996,6179,11,RO,Rondônia,1,Norte,c(-61.7825, -12.07861111)
ctb0033-RO2285,1996,4352,11,RO,Rondônia,1,Norte,c(-61.78222222, -12.02361111)
ctb0033-RO2286,1996,3953,11,RO,Rondônia,1,Norte,c(-61.67222222, -12.18833333)
ctb0033-RO2287,1996,2412,11,RO,Rondônia,1,Norte,c(-61.62611111, -12.17888889)
ctb0033-RO2288,1996,2083,11,RO,Rondônia,1,Norte,c(-61.63083333, -12.24361111)
ctb0033-RO2289,1996,2849,11,RO,Rondônia,1,Norte,c(-61.65416667, -12.29611111)
ctb0033-RO2290,1996,3012,11,RO,Rondônia,1,Norte,c(-61.65416667, -12.35694444)
ctb0033-RO2291,1996,2792,11,RO,Rondônia,1,Norte,c(-61.65694444, -12.41555556)
ctb0033-RO2292,1996,1393,11,RO,Rondônia,1,Norte,c(-61.71777778, -12.44888889)
ctb0033-RO2293,1996,3674,11,RO,Rondônia,1,Norte,c(-61.74111111, -12.44916667)
ctb0033-RO2294,1996,6406,11,RO,Rondônia,1,Norte,c(-61.74166667, -12.40638889)
ctb0033-RO2295,1996,9689,11,RO,Rondônia,1,Norte,c(-61.56472222, -12.17722222)
ctb0033-RO2296,1996,2060,11,RO,Rondônia,1,Norte,c(-61.52388889, -12.17666667)
ctb0033-RO2297,1996,7004,11,RO,Rondônia,1,Norte,c(-61.48277778, -12.17666667)
ctb0033-RO2298,1996,10752,11,RO,Rondônia,1,Norte,c(-61.50694444, -12.20555556)
ctb0033-RO2299,1996,3025,11,RO,Rondônia,1,Norte,c(-61.51027778, -12.24916667)
ctb0033-RO2300,1996,1404,11,RO,Rondônia,1,Norte,c(-61.53027778, -12.30138889)
ctb0033-RO2301,1996,5438,11,RO,Rondônia,1,Norte,c(-61.54305556, -12.36722222)
ctb0033-RO2302,1996,2124,11,RO,Rondônia,1,Norte,c(-61.54388889, -12.32861111)
ctb0033-RO2303,1996,4413,11,RO,Rondônia,1,Norte,c(-62.15527778, -12.58194444)
ctb0033-RO2304,1996,1856,11,RO,Rondônia,1,Norte,c(-62.11527778, -12.51888889)
ctb0033-RO2305,1996,4608,11,RO,Rondônia,1,Norte,c(-62.17916667, -12.46805556)
ctb0033-RO2306,1996,1666,11,RO,Rondônia,1,Norte,c(-61.86666667, -12.4575)
ctb0033-RO2307,1996,1438,11,RO,Rondônia,1,Norte,c(-61.88083333, -12.47305556)
ctb0033-RO2308,1996,2385,11,RO,Rondônia,1,Norte,c(-61.86333333, -12.43194444)
ctb0033-RO2309,1996,2785,11,RO,Rondônia,1,Norte,c(-61.78222222, -12.05444444)
ctb0033-RO2310,1996,2594,11,RO,Rondônia,1,Norte,c(-61.77027778, -12.26388889)
ctb0033-RO2311,1996,2538,11,RO,Rondônia,1,Norte,c(-61.73833333, -12.37277778)
ctb0033-RO2312,1996,1954,11,RO,Rondônia,1,Norte,c(-61.73027778, -12.26388889)
ctb0033-RO2313,1996,2369,11,RO,Rondônia,1,Norte,c(-61.79333333, -12.14888889)
ctb0033-RO2314,1996,3404,11,RO,Rondônia,1,Norte,c(-61.84777778, -12.03388889)
ctb0033-RO2315,1996,1613,11,RO,Rondônia,1,Norte,c(-61.99722222, -12.54472222)
ctb0033-RO2316,1996,4643,11,RO,Rondônia,1,Norte,c(-61.55388889, -12.80916667)
ctb0033-RO2317,1996,5998,11,RO,Rondônia,1,Norte,c(-61.54611111, -12.77194444)
ctb0033-RO2318,1996,3854,11,RO,Rondônia,1,Norte,c(-61.54583333, -12.72444444)
ctb0033-RO2319,1996,3345,11,RO,Rondônia,1,Norte,c(-61.56, -12.70166667)
ctb0033-RO2320,1996,5760,11,RO,Rondônia,1,Norte,c(-61.5125, -12.67444444)
ctb0033-RO2321,1996,5299,11,RO,Rondônia,1,Norte,c(-61.50916667, -12.62055556)
ctb0033-RO2322,1996,2322,11,RO,Rondônia,1,Norte,c(-63.01305556, -8.11611111)
ctb0033-RO2323,1996,7771,11,RO,Rondônia,1,Norte,c(-62.89055556, -8.12194444)
ctb0033-RO2324,1996,4362,11,RO,Rondônia,1,Norte,c(-62.86416667, -8.18222222)
ctb0033-RO2325,1996,4007,11,RO,Rondônia,1,Norte,c(-62.87861111, -8.18138889)
ctb0033-RO2326,1996,4719,11,RO,Rondônia,1,Norte,c(-62.89138889, -8.21027778)
ctb0033-RO2327,1996,540,11,RO,Rondônia,1,Norte,c(-62.89111111, -8.22027778)
ctb0033-RO2328,1996,1677,11,RO,Rondônia,1,Norte,c(-62.86638889, -8.22166667)
ctb0033-RO2329,1996,2610,11,RO,Rondônia,1,Norte,c(-62.90722222, -8.32055556)
ctb0033-RO2330,1996,2349,11,RO,Rondônia,1,Norte,c(-62.89166667, -8.29138889)
ctb0033-RO2331,1996,3320,11,RO,Rondônia,1,Norte,c(-62.86861111, -8.25833333)
ctb0033-RO2332,1996,3490,11,RO,Rondônia,1,Norte,c(-62.93833333, -8.54777778)
ctb0033-RO2333,1996,1808,11,RO,Rondônia,1,Norte,c(-62.95027778, -8.51388889)
ctb0033-RO2334,1996,1494,11,RO,Rondônia,1,Norte,c(-62.97166667, -8.52805556)
ctb0033-RO2335,1996,2081,11,RO,Rondônia,1,Norte,c(-62.98388889, -8.48722222)
ctb0033-RO2336,1996,1479,11,RO,Rondônia,1,Norte,c(-62.96583333, -8.43944444)
ctb0033-RO2337,1996,1500,11,RO,Rondônia,1,Norte,c(-63.02027778, -8.39888889)
ctb0033-RO2338,1996,5377,11,RO,Rondônia,1,Norte,c(-63.01194444, -8.37611111)
ctb0033-RO2339,1996,1909,11,RO,Rondônia,1,Norte,c(-62.99805556, -8.35472222)
ctb0033-RO2340,1996,2253,11,RO,Rondônia,1,Norte,c(-63.00166667, -8.35111111)
ctb0033-RO2341,1996,3421,11,RO,Rondônia,1,Norte,c(-63.00611111, -8.28305556)
ctb0033-RO2342,1996,2158,11,RO,Rondônia,1,Norte,c(-62.98444444, -8.20888889)
ctb0033-RO2343,1996,7441,11,RO,Rondônia,1,Norte,c(-63.43555556, -8.9425)
ctb0033-RO2344,1996,5458,11,RO,Rondônia,1,Norte,c(-63.47527778, -8.94222222)
ctb0033-RO2345,1996,4983,11,RO,Rondônia,1,Norte,c(-63.53833333, -8.94833333)
ctb0033-RO2346,1996,6217,11,RO,Rondônia,1,Norte,c(-63.44916667, -8.87694444)
ctb0033-RO2347,1996,3665,11,RO,Rondônia,1,Norte,c(-63.50805556, -8.87861111)
ctb0033-RO2348,1996,7947,11,RO,Rondônia,1,Norte,c(-63.58972222, -8.87416667)
ctb0033-RO2349,1996,2525,11,RO,Rondônia,1,Norte,c(-63.53361111, -8.86638889)
ctb0033-RO2350,1996,7229,11,RO,Rondônia,1,Norte,c(-63.47916667, -8.85194444)
ctb0033-RO2351,1996,5134,11,RO,Rondônia,1,Norte,c(-63.4925, -8.87777778)
ctb0033-RO2352,1996,5006,11,RO,Rondônia,1,Norte,c(-63.61111111, -8.8525)
ctb0033-RO2353,1996,2849,11,RO,Rondônia,1,Norte,c(-63.59416667, -8.97722222)
ctb0033-RO2354,1996,3463,11,RO,Rondônia,1,Norte,c(-63.59805556, -8.93277778)
ctb0033-RO2355,1996,2212,11,RO,Rondônia,1,Norte,c(-63.64361111, -8.91555556)
ctb0033-RO2356,1996,2573,11,RO,Rondônia,1,Norte,c(-63.66527778, -8.84472222)
ctb0033-RO2357,1996,4629,11,RO,Rondônia,1,Norte,c(-63.57194444, -8.79861111)
ctb0033-RO2358,1996,4560,11,RO,Rondônia,1,Norte,c(-63.58416667, -8.82166667)
ctb0033-RO2359,1996,3265,11,RO,Rondônia,1,Norte,c(-63.61027778, -8.82388889)
ctb0033-RO2360,1996,2812,11,RO,Rondônia,1,Norte,c(-63.56055556, -8.65416667)
ctb0033-RO2361,1996,5697,11,RO,Rondônia,1,Norte,c(-63.53833333, -8.67138889)
ctb0033-RO2362,1996,5049,11,RO,Rondônia,1,Norte,c(-63.55555556, -8.72138889)
ctb0033-RO2363,1996,2438,11,RO,Rondônia,1,Norte,c(-63.6075, -8.71361111)
ctb0033-RO2364,1996,1658,11,RO,Rondônia,1,Norte,c(-63.60666667, -8.76916667)
ctb0033-RO2365,1996,3153,11,RO,Rondônia,1,Norte,c(-63.53694444, -8.7775)
ctb0033-RO2366,1996,1751,11,RO,Rondônia,1,Norte,c(-63.51166667, -8.77305556)
ctb0033-RO2367,1996,3262,11,RO,Rondônia,1,Norte,c(-63.54583333, -8.82388889)
ctb0033-RO2368,1996,2415,11,RO,Rondônia,1,Norte,c(-63.16444444, -8.95972222)
ctb0033-RO2369,1996,1278,11,RO,Rondônia,1,Norte,c(-63.19083333, -8.93944444)
ctb0033-RO2370,1996,1335,11,RO,Rondônia,1,Norte,c(-63.22111111, -8.91833333)
ctb0033-RO2371,1996,3912,11,RO,Rondônia,1,Norte,c(-63.23, -8.90833333)
ctb0033-RO2372,1996,3193,11,RO,Rondônia,1,Norte,c(-63.47972222, -8.73444444)
ctb0033-RO2373,1996,1790,11,RO,Rondônia,1,Norte,c(-63.40694444, -8.64638889)
ctb0033-RO2374,1996,2909,11,RO,Rondônia,1,Norte,c(-63.41638889, -8.66583333)
ctb0033-RO2375,1996,5394,11,RO,Rondônia,1,Norte,c(-63.43, -8.69416667)
ctb0033-RO2376,1996,1806,11,RO,Rondônia,1,Norte,c(-63.43972222, -8.71472222)
ctb0033-RO2377,1996,5514,11,RO,Rondônia,1,Norte,c(-63.44444444, -8.73416667)
ctb0033-RO2378,1996,4480,11,RO,Rondônia,1,Norte,c(-63.91472222, -8.68277778)
ctb0033-RO2379,1996,941,11,RO,Rondônia,1,Norte,c(-63.90305556, -8.67166667)
ctb0033-RO2380,1996,3247,11,RO,Rondônia,1,Norte,c(-63.85666667, -8.64416667)
ctb0033-RO2381,1996,2027,11,RO,Rondônia,1,Norte,c(-63.70944444, -8.69055556)
ctb0033-RO2382,1996,2790,11,RO,Rondônia,1,Norte,c(-63.75583333, -8.70083333)
ctb0033-RO2383,1996,6757,11,RO,Rondônia,1,Norte,c(-63.77972222, -8.71527778)
ctb0033-RO2384,1996,2245,11,RO,Rondônia,1,Norte,c(-63.84611111, -8.69694444)
ctb0033-RO2385,1996,2723,11,RO,Rondônia,1,Norte,c(-63.82888889, -8.67333333)
ctb0033-RO2386,1996,3974,11,RO,Rondônia,1,Norte,c(-63.7725, -8.65555556)
ctb0033-RO2387,1996,3812,11,RO,Rondônia,1,Norte,c(-63.72805556, -8.61166667)
ctb0033-RO2388,1996,3834,11,RO,Rondônia,1,Norte,c(-63.72166667, -8.65888889)
ctb0033-RO2389,1996,2773,11,RO,Rondônia,1,Norte,c(-63.69722222, -8.64472222)
ctb0033-RO2390,1996,2472,11,RO,Rondônia,1,Norte,c(-63.64138889, -8.62583333)
ctb0033-RO2391,1996,3622,11,RO,Rondônia,1,Norte,c(-63.6, -8.65944444)
ctb0033-RO2392,1996,1663,11,RO,Rondônia,1,Norte,c(-63.63777778, -8.6975)
ctb0033-RO2393,1996,1427,11,RO,Rondônia,1,Norte,c(-63.57861111, -8.62472222)
ctb0033-RO2394,1996,1367,11,RO,Rondônia,1,Norte,c(-63.68, -8.59583333)
