id,soc_stock_t_ha_observado,soc_stock_t_ha_predito,mean_prediction,median_prediction,sampling_year,error,code_state.x,abbrev_state.x,name_state,code_region,name_region,code_muni,name_muni,code_state.y,abbrev_state.y,geometry
ctb0754-9,50,51.84,3387,3348,1985,1.84,11,RO,Rondônia,1,Norte,1100338,Nova Mamoré,11,RO,-64.68333|-10.45
ctb0754-7,52,52.29,4309,4055,1985,0.289999999999999,11,RO,Rondônia,1,Norte,1101492,São Francisco Do Guaporé,11,RO,-63.71667|-12.2
ctb0754-86,54,52.88,4897,4630,1985,-1.12,11,RO,Rondônia,1,Norte,1100031,Cabixi,11,RO,-60.78333|-13.46667
ctb0751-11,55,53.85,3874,3786,1985,-1.15,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-63.5667|-8.6667
ctb0754-49,55,53.87,5882,5189,1985,-1.13,11,RO,Rondônia,1,Norte,1100072,Corumbiara,11,RO,-61.23333|-12.8
ctb0754-69,59,57.25,6346,5195,1985,-1.75,11,RO,Rondônia,1,Norte,1100064,Colorado Do Oeste,11,RO,-60.6|-13.11667
ctb0754-66,60,59.48,4924,4549,1985,-0.520000000000003,11,RO,Rondônia,1,Norte,1100304,Vilhena,11,RO,-60.13333|-12.73333
ctb0754-47,62,61.6,5317,5201,1985,-0.399999999999999,11,RO,Rondônia,1,Norte,1101468,Pimenteiras Do Oeste,11,RO,-61.38333|-12.65
ctb0751-147,63,61.98,4410,4324,1985,-1.02,11,RO,Rondônia,1,Norte,1100700,Campo Novo De Rondônia,11,RO,-63.8|-10.68333
ctb0754-60,68,69.18,5318,4688,1985,1.18000000000001,11,RO,Rondônia,1,Norte,1100072,Corumbiara,11,RO,-60.95|-12.96667
ctb0751-61,71,69.18,8616,5937,1985,-1.81999999999999,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-65.26667|-9.75
ctb0754-13,71,70.02,4184,4000,1985,-0.980000000000004,11,RO,Rondônia,1,Norte,1101492,São Francisco Do Guaporé,11,RO,-62.8|-12.2
ctb0754-42,72,71.34,4960,4911,1985,-0.659999999999997,11,RO,Rondônia,1,Norte,1101450,Parecis,11,RO,-61.36667|-12.43333
ctb0754-6,84,85.5,5813,4804,1985,1.5,11,RO,Rondônia,1,Norte,1100080,Costa Marques,11,RO,-63.86667|-12.18333
ctb0754-10,89,103.88,7201,5181,1985,14.88,11,RO,Rondônia,1,Norte,1101492,São Francisco Do Guaporé,11,RO,-63.33333|-12.3
ctb0754-71,89,88.69,6656,5529,1985,-0.310000000000002,11,RO,Rondônia,1,Norte,1100064,Colorado Do Oeste,11,RO,-60.45|-13.1
ctb0754-34,91,93.6,5259,5179,1985,2.59999999999999,11,RO,Rondônia,1,Norte,1100379,Alto Alegre Dos Parecis,11,RO,-61.68333|-12.58333
ctb0751-24,101,102.66,4778,4065,1985,1.66,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-63.98333|-8.766667
ctb0754-15,106,106.59,5435,5312,1985,0.590000000000003,11,RO,Rondônia,1,Norte,1100015,Alta Floresta D'oeste,11,RO,-62.31667|-12.03333
ctb0754-44,123,122.38,5573,5063,1985,-0.620000000000005,11,RO,Rondônia,1,Norte,1101468,Pimenteiras Do Oeste,11,RO,-61.41667|-12.55
ctb0751-148,128,138.3,6554,5053,1985,10.3,11,RO,Rondônia,1,Norte,1101005,Governador Jorge Teixeira,11,RO,-63.53333|-10.8
ctb0754-24,137,156.08,0,0,1985,19.08,11,RO,Rondônia,1,Norte,1101492,São Francisco Do Guaporé,11,RO,-62.58333|-12.68333
ctb0754-61,190,185.81,6629,5517,1985,-4.19,11,RO,Rondônia,1,Norte,1100072,Corumbiara,11,RO,-60.93333|-12.95
ctb0669-PERFIL-EXTRA-5,14,14.61,3711,3639,1985,0.609999999999999,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-62.23333|-9.7
ctb0669-PERFIL-EXTRA-6,14,14.27,3358,3287,1985,0.27,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-62.25|-9.65
ctb0669-PERFIL-EXTRA-2,15,15,3294,3238,1985,0,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-62.1|-9.533333
ctb0669-PERFIL-EXTRA-4,19,19.37,3431,3385,1985,0.370000000000001,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-62.06667|-9.55
ctb0669-PERFIL-EXTRA-8,19,19.78,3525,3473,1985,0.780000000000001,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-62.23333|-9.683333
ctb0669-PERFIL-EXTRA-1,22,22.73,3749,3618,1985,0.73,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-62.25|-9.466667
ctb0669-PERFIL-EXTRA-10,32,34.1,3841,3782,1985,2.1,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-62.25|-9.416667
ctb0669-Perfil-15,32,32.9,3392,3306,1985,0.899999999999999,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-62.18333|-9.6
ctb0669-PERFIL-EXTRA-15,33,34.45,5715,4046,1985,1.45,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-62.35|-9.4
ctb0669-Perfil-17,35,35.31,3879,3761,1985,0.310000000000002,11,RO,Rondônia,1,Norte,1101104,Itapuã Do Oeste,11,RO,-62.96667|-9.416667
ctb0669-Perfil-21,35,35.5,3150,3114,1985,0.5,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-61.98333|-9.5
ctb0669-Perfil-10,37,36.6,3415,3360,1985,-0.399999999999999,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-62.23333|-9.45
ctb0669-Perfil-18,38,38.63,3349,3288,1985,0.630000000000003,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-62.31667|-9.416667
ctb0669-Perfil-4,38,37.88,3476,3433,1985,-0.119999999999997,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-62.05|-9.5
ctb0669-Perfil-12,39,38.07,3990,3773,1985,-0.93,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-62.1|-9.383333
ctb0669-Perfil-16,39,39.28,3596,3501,1985,0.280000000000001,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-62.23333|-9.633333
ctb0669-Perfil-11,40,41.5,3685,3535,1985,1.5,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-62.23333|-9.533333
ctb0669-Perfil-8,40,39.39,3857,3488,1985,-0.609999999999999,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-62.25|-9.633333
ctb0669-PERFIL-EXTRA-9,41,42.11,4134,4116,1985,1.11,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-62.1|-9.583333
ctb0669-Perfil-13,41,41.31,3433,3371,1985,0.310000000000002,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-62.06667|-9.383333
ctb0669-Perfil-6,43,43.63,3756,3569,1985,0.630000000000003,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-62|-9.383333
ctb0669-PERFIL-EXTRA-3,44,45.01,3476,3343,1985,1.01,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-62.06667|-9.533333
ctb0669-Perfil-14,44,45.48,3528,3471,1985,1.48,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-62.01667|-9.383333
ctb0669-Perfil-20,44,44.49,4218,3937,1985,0.490000000000002,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-62.06667|-9.566667
ctb0669-Perfil-5,44,44,4373,3519,1985,0,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-62.03333|-9.45
ctb0669-Perfil-1,45,45.85,3557,3509,1985,0.850000000000001,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-62.25|-9.4
ctb0669-Perfil-7,45,43.57,3969,3617,1985,-1.43,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-62.08333|-9.533333
ctb0669-Perfil-19,49,50.32,3829,3759,1985,1.32,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-62.15|-9.6
ctb0669-Perfil-2,49,49.57,3457,3384,1985,0.57,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-62.31667|-9.4
ctb0669-PERFIL-EXTRA-7,57,56.72,3654,3501,1985,-0.280000000000001,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-62.21667|-9.483333
ctb0669-Perfil-3,69,70.71,3832,3736,1985,1.70999999999999,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-61.98333|-9.416667
ctb0669-PERFIL-EXTRA-14,81,81.61,7578,5436,1985,0.609999999999999,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-62.06667|-9.416667
ctb0669-PERFIL-EXTRA-12,166,167.96,6866,5820,1985,1.96000000000001,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-62.08333|-9.416667
ctb0669-PERFIL-EXTRA-11,342,353.83,11332,8655,1985,11.83,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-62.05|-9.533333
ctb0033-RO3326,2,1.77,0,0,1996,-0.23,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-65.01666667|-9.4375
ctb0033-RO2012,3,3.22,4013,3599,1996,0.22,11,RO,Rondônia,1,Norte,1100106,Guajará-Mirim,11,RO,-64.84694444|-10.7
ctb0033-RO2612,3,2.96,0,0,1996,-0.04,11,RO,Rondônia,1,Norte,1101450,Parecis,11,RO,-61.30861111|-12.25694444
ctb0033-RO1066,4,4.34,3904,3825,1996,0.34,11,RO,Rondônia,1,Norte,1100080,Costa Marques,11,RO,-64.04638889|-12.35805556
ctb0033-RO3266,4,3.85,3469,3442,1996,-0.15,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-62.0725|-8.85694444
ctb0033-RO1541,5,4.86,3275,3282,1996,-0.14,11,RO,Rondônia,1,Norte,1100924,Chupinguaia,11,RO,-60.91416667|-12.42333333
ctb0033-RO2254D,5,5.08,4763,4690,1996,0.0800000000000001,11,RO,Rondônia,1,Norte,1100379,Alto Alegre Dos Parecis,11,RO,-61.8455719220803|-12.0340129826652
ctb0033-RO2327,5,5.4,3135,3065,1996,0.4,11,RO,Rondônia,1,Norte,1100205,Porto Velho,11,RO,-62.89111111|-8.22027778
ctb0033-RO1103,6,6.89,3326,3118,1996,0.89,11,RO,Rondônia,1,Norte,1101500,Seringueiras,11,RO,-63.09694444|-11.97472222
ctb0033-RO1178,6,6.67,3359,3335,1996,0.67,11,RO,Rondônia,1,Norte,1100700,Campo Novo De Rondônia,11,RO,-63.65277778|-10.34333333
ctb0033-RO1512,6,6.11,3487,3431,1996,0.11,11,RO,Rondônia,1,Norte,1100304,Vilhena,11,RO,-60.44472222|-12.9775
ctb0033-RO2027,6,6.26,3426,3366,1996,0.26,11,RO,Rondônia,1,Norte,1100106,Guajará-Mirim,11,RO,-65.18111111|-10.90388889
ctb0033-RO2657,6,5.66,5167,4666,1996,-0.34,11,RO,Rondônia,1,Norte,1101468,Pimenteiras Do Oeste,11,RO,-61.3975|-13.52027778
ctb0033-RO2663,6,6.03,5043,4565,1996,0.0300000000000003,11,RO,Rondônia,1,Norte,1101468,Pimenteiras Do Oeste,11,RO,-61.87722222|-13.50027778
ctb0033-RO3233,6,5.91,3432,3247,1996,-0.0899999999999999,11,RO,Rondônia,1,Norte,1100130,Machadinho D'oeste,11,RO,-62.09361111|-8.9225
ctb0033-RO3395,6,5.91,3289,3191,1996,-0.0899999999999999,11,RO,Rondônia,1,Norte,1100296,Santa Luzia D'oeste,11,RO,-61.82027778|-11.86027778
ctb0033-RO3501,6,5.83,3124,3073,1996,-0.17,11,RO,Rondônia,1,Norte,1100155,Ouro Preto Do Oeste,11,RO,-62.10666667|-10.78277778
