"id","soc_stock_t_ha_observado","soc_stock_t_ha_predito","mean_prediction","median_prediction","sampling_year","soc_stock_g_m2","latitude","longitude"
"ctb0033-RO2090",47,46.56,3352,3257,1996,4656,-10.75361111,-65.18222222
"ctb0033-RO2108",47,46.14,3292,3192,1996,4614,-10.29166667,-64.79277778
"ctb0033-RO2164",47,45.21,4046,3954,1996,4521,-11.1475,-64.83638889
"ctb0033-RO2217",47,47.08,4108,4021,1996,4708,-12.45111111,-60.05083333
"ctb0033-RO2316",47,46.43,3851,3734,1996,4643,-12.80916667,-61.55388889
"ctb0033-RO2459",47,47.68,3915,3830,1996,4768,-12.46305556,-62.13222222
"ctb0033-RO2867",47,47.19,3574,3400,1996,4719,-11.71722222,-60.87055556
"ctb0033-RO2900",47,46.63,3753,3584,1996,4663,-9.28,-64.595
"ctb0033-RO2914",47,47.39,3296,3236,1996,4739,-9.40777778,-64.71166667
"ctb0033-RO3017",47,46.43,3492,3337,1996,4643,-12.34722222,-62.75555556
"ctb0033-RO3133",47,46.62,4086,3991,1996,4662,-11.53722222,-61.09666667
"ctb0033-RO3143",47,45.32,3897,3801,1996,4532,-11.48027778,-61.14
"ctb0033-RO3386",47,46.28,3333,3240,1996,4628,-11.76638889,-61.66777778
"ctb0033-RO3433",47,46.49,3790,3697,1996,4649,-9.70583333,-62.77055556
"ctb0033-RO3586",47,46.71,4346,4009,1996,4671,-8.21888889,-62.91333333
"ctb0033-RO3592",47,46.7,3606,3534,1996,4670,-8.3475,-62.95111111
"ctb0033-RO3703",47,45.47,3885,3850,1996,4547,-9.02944444,-63.87555556
"ctb0033-RO3740",47,44.64,4449,4431,1996,4464,-8.61805556,-63.94666667
"ctb0033-RO1122",48,48.44,3989,3869,1996,4844,-11.66888889,-62.99305556
"ctb0033-RO1268",48,47.68,3679,3569,1996,4768,-11.75361111,-63.98111111
"ctb0033-RO1505",48,46.2,4728,4399,1996,4620,-12.83305556,-60.12194444
"ctb0033-RO1740",48,47.81,4043,4021,1996,4781,-12.96777778,-60.59666667
"ctb0033-RO1758",48,47.48,4133,4175,1996,4748,-13.11111111,-60.7425
"ctb0033-RO1783",48,45.47,4691,4556,1996,4547,-13.26944444,-60.6125
"ctb0033-RO1838",48,44.49,4509,4433,1996,4449,-13.4075,-60.62583333
"ctb0033-RO2023",48,47.67,3353,3207,1996,4767,-10.79638889,-65.23722222
"ctb0033-RO2134",48,46.63,3730,3639,1996,4663,-11.79944444,-65.00638889
"ctb0033-RO2241",48,46.4,4473,4500,1996,4640,-12.13194444,-61.82305556
"ctb0033-RO2468",48,46.91,3819,3555,1996,4691,-12.51916667,-61.91277778
"ctb0033-RO2473",48,47.59,4315,4142,1996,4759,-12.29777778,-61.95277778
"ctb0033-RO2642",48,48.26,7837,7040,1996,4826,-13.22166667,-61.8525
"ctb0033-RO2841",48,48.82,4123,4089,1996,4882,-11.54472222,-60.9625
"ctb0033-RO2856",48,47.92,4957,4944,1996,4792,-11.65444444,-60.70277778
"ctb0033-RO2875",48,48.28,3591,3514,1996,4828,-11.57472222,-61.44972222
"ctb0033-RO2932",48,48.58,4248,4158,1996,4858,-9.82444444,-65.24916667
"ctb0033-RO3035",48,46.18,4055,3842,1996,4618,-12.00666667,-62.48444444
"ctb0033-RO3047",48,53.11,3614,3535,1996,5311,-11.24194444,-61.47638889
"ctb0033-RO3059",48,48.8,4018,3942,1996,4880,-11.32083333,-61.40583333
"ctb0033-RO3187",48,47.45,4574,4497,1996,4745,-11.46055556,-60.40166667
"ctb0033-RO3188",48,48.77,4704,4584,1996,4877,-11.42694444,-60.38361111
"ctb0033-RO3313",48,46.73,3772,3703,1996,4673,-9.34666667,-64.55416667
"ctb0033-RO3419",48,51.38,3367,3270,1996,5138,-9.48638889,-62.80111111
"ctb0033-RO3478",48,47.01,3865,3853,1996,4701,-10.06611111,-62.63333333
"ctb0033-RO3601",48,47.04,3831,3660,1996,4704,-11.11027778,-62.77027778
"ctb0033-RO3747",48,49.8,3425,3312,1996,4980,-9.04166667,-64.08666667
"ctb0033-RO3764",48,47.7,3996,3925,1996,4770,-11.24611111,-61.72333333
"ctb0033-RO3868",48,44.88,5246,4805,1996,4488,-11.87611111,-62.35472222
"ctb0033-RO1206",49,48.82,3502,3308,1996,4882,-11.92555556,-63.60583333
"ctb0033-RO1299",49,48.72,3817,3567,1996,4872,-11.59555556,-63.93083333
"ctb0033-RO1345",49,50.09,3264,3209,1996,5009,-10.44416667,-63.99111111
"ctb0033-RO1624",49,50.37,3893,3832,1996,5037,-12.92416667,-60.80083333
"ctb0033-RO1708",49,48.23,4930,4574,1996,4823,-13.5525,-60.60583333
"ctb0033-RO1760",49,50.74,4378,4377,1996,5074,-13.22777778,-60.68916667
"ctb0033-RO1807",49,48.19,4108,4148,1996,4819,-13.03722222,-60.67694444
"ctb0033-RO1845",49,49,4442,4397,1996,4900,-13.24055556,-61.09416667
"ctb0033-RO1852",49,48.06,4449,4298,1996,4806,-13,-61.21916667
"ctb0033-RO1854",49,47.43,4458,4288,1996,4743,-13.01916667,-61.20083333
"ctb0033-RO2053",49,47.16,3491,3398,1996,4716,-10.84222222,-65.13305556
"ctb0033-RO2068",49,49.12,3354,3271,1996,4912,-10.44638889,-65.22138889
"ctb0033-RO2096",49,52.9,3462,3361,1996,5290,-10.70944444,-65.12333333
"ctb0033-RO2175",49,47.27,4129,3980,1996,4727,-11.48027778,-64.67638889
"ctb0033-RO2224",49,50.36,4432,4404,1996,5036,-12.0425,-62.00305556
"ctb0033-RO2305",49,46.08,4646,4390,1996,4608,-12.46805556,-62.17916667
"ctb0033-RO2326",49,47.19,3507,3449,1996,4719,-8.21027778,-62.89138889
"ctb0033-RO2345",49,49.83,3653,3591,1996,4983,-8.94833333,-63.53833333
"ctb0033-RO2417",49,51.3,3757,3567,1996,5130,-12.005,-62.34861111
"ctb0033-RO2433",49,48.2,3834,3471,1996,4820,-12.25583333,-62.37277778
"ctb0033-RO2442",49,48.22,3865,3604,1996,4822,-12.24388889,-62.19583333
"ctb0033-RO2487",49,49.34,3597,3501,1996,4934,-12.63472222,-61.90944444
"ctb0033-RO2805",49,48.64,3849,3765,1996,4864,-11.92055556,-61.47277778
"ctb0033-RO2943",49,49.17,3435,3398,1996,4917,-9.69916667,-65.53527778
"ctb0033-RO3004",49,47.02,3747,3392,1996,4702,-12.41083333,-63.02583333
"ctb0033-RO3129",49,48.22,3444,3300,1996,4822,-11.65333333,-61.33666667
"ctb0033-RO3134",49,49.12,3973,3825,1996,4912,-11.50527778,-61.09722222
"ctb0033-RO3168",49,55.95,4266,4210,1996,5595,-11.36916667,-60.92388889
"ctb0033-RO3388",49,48.62,3325,3225,1996,4862,-11.87444444,-61.66916667
"ctb0033-RO3616",49,49.72,3630,3549,1996,4972,-11.05861111,-62.64027778
"ctb0033-RO3647",49,48.57,3193,3134,1996,4857,-11.3575,-62.505
"ctb0033-RO3942",49,56.26,3464,3369,1996,5626,-11.71138889,-62.10833333
"ctb0033-RO1057",50,47.29,3785,3704,1996,4729,-11.92972222,-64.14388889
"ctb0033-RO1267",50,48.74,4545,4448,1996,4874,-11.74861111,-63.97833333
"ctb0033-RO1347",50,47.76,4189,3922,1996,4776,-10.68833333,-63.54222222
"ctb0033-RO1399",50,48.97,3408,3390,1996,4897,-9.53055556,-63.22833333
"ctb0033-RO1470",50,54.32,4106,4102,1996,5432,-9.55833333,-64.14805556
"ctb0033-RO1646",50,53.14,3486,3413,1996,5314,-12.55111111,-61.31
"ctb0033-RO1791",50,46.73,4015,3977,1996,4673,-13.08,-61.06194444
"ctb0033-RO1799",50,47.03,4257,4189,1996,4703,-13.22027778,-60.89388889
"ctb0033-RO1801",50,47.9,4307,4246,1996,4790,-13.24805556,-60.94555556
"ctb0033-RO1825",50,55.39,3576,3439,1996,5539,-12.91888889,-60.82611111
"ctb0033-RO1869",50,50.4,4367,4345,1996,5040,-13.33916667,-60.90888889
"ctb0033-RO2093",50,49.9,3359,3258,1996,4990,-10.64861111,-64.95972222
"ctb0033-RO2182",50,51.84,3639,3503,1996,5184,-11.35916667,-64.78944444
"ctb0033-RO2212",50,50.65,4153,4085,1996,5065,-12.45055556,-59.95527778
"ctb0033-RO2213",50,48.05,4309,4178,1996,4805,-12.415,-59.97
"ctb0033-RO2229",50,51.54,4690,4776,1996,5154,-12.08666667,-62.01805556
"ctb0033-RO2252",50,51.2,4673,4625,1996,5120,-11.99944444,-61.92916667
"ctb0033-RO2352",50,50.06,3891,3800,1996,5006,-8.8525,-63.61111111
"ctb0033-RO2362",50,50.49,4060,4013,1996,5049,-8.72138889,-63.55555556
"ctb0033-RO2406",50,51.74,4502,4501,1996,5174,-12.13138889,-62.21583333
"ctb0033-RO2412",50,49.08,4057,3828,1996,4908,-12.14,-62.06916667
"ctb0033-RO2438",50,50.44,4422,4275,1996,5044,-12.22666667,-62.32361111
"ctb0033-RO2592",50,48.53,3944,3832,1996,4853,-12.72777778,-61.46638889
"ctb0033-RO2684",50,48.37,3315,3208,1996,4837,-9.80222222,-61.99416667
"ctb0033-RO3090",50,50.01,3425,3237,1996,5001,-11.53222222,-61.45
"ctb0033-RO3120",50,49.04,4552,4396,1996,4904,-11.15222222,-61.53361111
"ctb0033-RO3124",50,48.62,3983,3851,1996,4862,-11.68916667,-61.24611111
"ctb0033-RO3132",50,48.84,3462,3349,1996,4884,-11.60222222,-61.10916667
"ctb0033-RO3137",50,49.74,4477,4497,1996,4974,-11.60305556,-61.17111111
"ctb0033-RO3751",50,51.24,3732,3665,1996,5124,-11.20444444,-61.88111111
"ctb0033-RO3753",50,49.82,3544,3309,1996,4982,-11.42333333,-61.59
"ctb0033-RO0661F",51,56.75,3612,3562,1996,5675,-11.0668250464934,-62.6800307311137
"ctb0033-RO1034",51,69.42,3427,3294,1996,6942,-11.98805556,-63.785
"ctb0033-RO1661",51,50.9,4074,4024,1996,5090,-12.56361111,-60.39805556
"ctb0033-RO1673",51,49.27,3951,3699,1996,4927,-12.22472222,-60.46527778
"ctb0033-RO1753",51,51.18,4125,4185,1996,5118,-13.0725,-60.59777778
"ctb0033-RO1754",51,51.14,4830,4639,1996,5114,-13.10055556,-60.61333333
"ctb0033-RO1871",51,50.31,4372,4344,1996,5031,-13.36722222,-60.84083333
"ctb0033-RO1874",51,50.94,4346,4270,1996,5094,-13.56305556,-60.83055556
"ctb0033-RO2094",51,51.78,3368,3245,1996,5178,-10.635,-65.01083333
"ctb0033-RO2115",51,49.47,3523,3429,1996,4947,-10.31694444,-64.47277778
"ctb0033-RO2140",51,51.06,3464,3310,1996,5106,-11.85444444,-65.01388889
"ctb0033-RO2235",51,51.82,4968,4970,1996,5182,-12.0875,-62.08
"ctb0033-RO2262",51,50.85,4313,4225,1996,5085,-12.28722222,-61.70972222
"ctb0033-RO2351",51,51.34,3629,3569,1996,5134,-8.87777778,-63.4925
"ctb0033-RO2440",51,50.95,4102,3949,1996,5095,-12.23444444,-62.21194444
"ctb0033-RO2482",51,49.78,4450,4366,1996,4978,-12.21194444,-61.91222222
"ctb0033-RO2492",51,49.36,3911,3795,1996,4936,-12.61055556,-61.19916667
"ctb0033-RO2590",51,50.87,3385,3375,1996,5087,-12.31666667,-60.82083333
"ctb0033-RO2821",51,49.48,3552,3464,1996,4948,-11.82166667,-60.65861111
"ctb0033-RO3065",51,51.62,4474,4396,1996,5162,-11.22444444,-61.37166667
"ctb0033-RO3067",51,50.61,4023,3950,1996,5061,-11.37166667,-61.44361111
"ctb0033-RO3098",51,51.27,4118,4016,1996,5127,-11.30416667,-61.22222222
"ctb0033-RO3161",51,51.34,4342,4347,1996,5134,-11.15944444,-61.00694444
"ctb0033-RO3180",51,58.55,4214,4178,1996,5855,-11.45222222,-60.8675
"ctb0033-RO3190",51,50.58,4877,4879,1996,5058,-11.44361111,-60.30472222
"ctb0033-RO3268",51,51.86,3519,3496,1996,5186,-9.38555556,-62.25972222
"ctb0033-RO3305",51,50.29,3641,3589,1996,5029,-9.295,-64.49888889
"ctb0033-RO3383",51,54.19,4303,3386,1996,5419,-11.89611111,-61.51416667
"ctb0033-RO3654",51,53.95,3388,3321,1996,5395,-11.08944444,-62.15055556
"ctb0033-RO1071",52,50.62,5910,5336,1996,5062,-12.3425,-63.80333333
"ctb0033-RO1629",52,50.16,3893,3855,1996,5016,-12.89888889,-61.26055556
"ctb0033-RO1669",52,54.1,4132,4021,1996,5410,-12.45083333,-60.15277778
"ctb0033-RO2073",52,55.66,3516,3405,1996,5566,-10.62472222,-65.34
"ctb0033-RO2136",52,51.07,3718,3599,1996,5107,-11.83083333,-65.00666667
"ctb0033-RO2225",52,52.15,5339,5292,1996,5215,-12.04083333,-62.21694444
"ctb0033-RO2227",52,50.9,5101,5105,1996,5090,-12.04222222,-62.14611111
"ctb0033-RO2242",52,51.88,4141,3908,1996,5188,-12.13222222,-61.9775
"ctb0033-RO2257",52,51.14,3895,3731,1996,5114,-12.18972222,-61.78444444
"ctb0033-RO2272",52,52.48,3566,3439,1996,5248,-11.99638889,-61.46027778
"ctb0033-RO2633",52,52.44,4133,3933,1996,5244,-13.03833333,-62.30972222
"ctb0033-RO2865",52,51.31,3585,3495,1996,5131,-11.71277778,-60.82805556
"ctb0033-RO3074",52,52.45,3600,3404,1996,5245,-11.41805556,-61.33777778
"ctb0033-RO3085",52,68.74,3590,3466,1996,6874,-11.49722222,-61.42166667
"ctb0033-RO3189",52,51.45,4895,4879,1996,5145,-11.4275,-60.33972222
"ctb0033-RO3295",52,52.38,3400,3328,1996,5238,-9.39527778,-62.54888889
"ctb0033-RO3479",52,50.1,4054,4040,1996,5010,-10.03361111,-62.61666667
"ctb0033-RO3583",52,52.44,3830,3661,1996,5244,-8.11972222,-62.94555556
"ctb0033-RO3608",52,56.57,3193,3128,1996,5657,-11.245,-62.58222222
"ctb0033-RO3617",52,69.86,3354,3272,1996,6986,-11.10833333,-62.58333333
"ctb0033-RO3662",52,53,3686,3647,1996,5300,-11.25861111,-62.04583333
"ctb0033-RO3861",52,50.09,4265,4159,1996,5009,-11.90138889,-62.48777778
"ctb0033-RO3886",52,49.21,4771,4815,1996,4921,-11.94833333,-62.23972222
"ctb0033-RO0600",53,50.46,3616,3512,1996,5046,-9.07638889,-63.34944444
"ctb0033-RO1009",53,58.73,5054,4531,1996,5873,-12.41222222,-64.32472222
"ctb0033-RO1637",53,52.09,4288,4176,1996,5209,-12.71194444,-61.10666667
"ctb0033-RO1679",53,51.46,3464,3413,1996,5146,-12.2175,-60.60583333
"ctb0033-RO1692",53,52.53,4822,4641,1996,5253,-12.56583333,-61.53722222
"ctb0033-RO1696",53,52.63,4265,4205,1996,5263,-12.58416667,-61.41666667
"ctb0033-RO1792",53,50.74,3987,3892,1996,5074,-13.01166667,-61.06472222
"ctb0033-RO1848",53,52.96,5538,5040,1996,5296,-13.29777778,-61.18694444
"ctb0033-RO2152",53,54.8,3575,3470,1996,5480,-11.29305556,-64.83611111
"ctb0033-RO2162",53,54.01,4361,3982,1996,5401,-11.28972222,-64.88861111
"ctb0033-RO2202",53,50.69,4095,4019,1996,5069,-12.42361111,-59.89555556
"ctb0033-RO2210",53,53.3,3997,3955,1996,5330,-12.89972222,-60.22805556
"ctb0033-RO2253",53,55.02,4923,4880,1996,5502,-11.99555556,-61.85944444
"ctb0033-RO2261",53,54.21,4118,4080,1996,5421,-12.35583333,-61.73138889
"ctb0033-RO2432",53,51.84,4077,3917,1996,5184,-12.27861111,-62.35694444
"ctb0033-RO2471",53,52.42,4295,4003,1996,5242,-12.395,-61.95555556
"ctb0033-RO2496",53,52.64,3619,3529,1996,5264,-12.73777778,-60.85083333
"ctb0033-RO2573",53,52.61,3543,3467,1996,5261,-12.13166667,-61.315
"ctb0033-RO2847",53,50.16,3794,3570,1996,5016,-11.10111111,-60.925
"ctb0033-RO2860",53,55.85,4440,4478,1996,5585,-11.49,-60.87555556
"ctb0033-RO2868",53,51.01,4074,3924,1996,5101,-11.68138889,-60.74222222
"ctb0033-RO2959",53,55.39,3645,3395,1996,5539,-9.56305556,-65.65416667
"ctb0033-RO3057",53,52.53,4017,3917,1996,5253,-11.29055556,-61.44305556
"ctb0033-RO3096",53,52.19,3858,3786,1996,5219,-11.48611111,-61.22472222
"ctb0033-RO3115",53,58.05,3565,3464,1996,5805,-11.28888889,-61.51861111
"ctb0033-RO3600",53,54.23,3178,3095,1996,5423,-11.06333333,-62.91472222
"ctb0033-RO3725",53,54.01,5253,4415,1996,5401,-7.97972222,-63.38277778
"ctb0033-RO3859",53,67.61,3844,3740,1996,6761,-11.88888889,-62.53305556
"ctb0033-RO3890",53,53.22,3335,3153,1996,5322,-11.77055556,-62.1525
"ctb0033-RO1108",54,51.65,4594,4151,1996,5165,-11.97611111,-63.37694444
"ctb0033-RO1219",54,57.67,3513,3294,1996,5767,-10.52,-63.545
"ctb0033-RO1806",54,53.46,3628,3456,1996,5346,-13.06416667,-60.29638889
"ctb0033-RO1841",54,52.69,3646,3466,1996,5269,-13.03305556,-60.30027778
"ctb0033-RO2044",54,53.57,3271,3191,1996,5357,-10.31972222,-64.72138889
"ctb0033-RO2066",54,55.58,3430,3350,1996,5558,-10.38361111,-65.22527778
"ctb0033-RO2244",54,53.03,4295,4125,1996,5303,-12.14805556,-61.8125
"ctb0033-RO2301",54,54.38,4178,4110,1996,5438,-12.36722222,-61.54305556
"ctb0033-RO2321",54,52.99,4404,4304,1996,5299,-12.62055556,-61.50916667
"ctb0033-RO2375",54,53.94,3415,3295,1996,5394,-8.69416667,-63.43
"ctb0033-RO2377",54,55.14,3908,3846,1996,5514,-8.73416667,-63.44444444
"ctb0033-RO2532",54,52.08,3921,3765,1996,5208,-12.90083333,-61.40222222
"ctb0033-RO2828",54,54.95,3578,3482,1996,5495,-11.99583333,-60.74638889
"ctb0033-RO2879",54,54.72,4063,4025,1996,5472,-11.48388889,-61.16027778
"ctb0033-RO2927",54,54.45,4519,3910,1996,5445,-9.69111111,-65.25416667
"ctb0033-RO3016",54,52.27,3461,3369,1996,5227,-12.34944444,-62.76555556
"ctb0033-RO3251",54,56.54,3418,3360,1996,5654,-8.89527778,-62.04916667
"ctb0033-RO3709",54,52.16,4048,4055,1996,5216,-8.8425,-63.84972222
"ctb0033-RO3891",54,53.86,3547,3383,1996,5386,-11.68638889,-62.14444444
"ctb0033-RO3927",54,50.9,4401,4162,1996,5090,-11.91944444,-62.12277778
"ctb0033-RO0628",55,54.2,3511,3461,1996,5420,-9.12972222,-63.44972222
"ctb0033-RO1217",55,53.24,3877,3725,1996,5324,-10.55388889,-63.57722222
"ctb0033-RO1635",55,54.29,4739,4654,1996,5429,-12.78444444,-61.18666667
"ctb0033-RO1725",55,54.46,4653,4496,1996,5446,-13.37388889,-60.42361111
"ctb0033-RO1763",55,53.45,4288,4272,1996,5345,-13.40305556,-60.38138889
"ctb0033-RO1772",55,55.17,4470,4397,1996,5517,-13.44722222,-60.5425
"ctb0033-RO1804",55,53.79,3550,3439,1996,5379,-13.00083333,-60.29722222
"ctb0033-RO2145",55,54.54,3686,3634,1996,5454,-11.075,-65.09777778
"ctb0033-RO2231",55,57.41,4082,3825,1996,5741,-12.08694444,-61.97027778
"ctb0033-RO2260",55,54.97,3507,3384,1996,5497,-12.34,-61.78472222
"ctb0033-RO2320",55,57.6,4117,4022,1996,5760,-12.67444444,-61.5125
"ctb0033-RO2338",55,53.77,3884,3796,1996,5377,-8.37611111,-63.01194444
"ctb0033-RO2344",55,54.58,4018,3975,1996,5458,-8.94222222,-63.47527778
"ctb0033-RO3009",55,54.13,4185,3764,1996,5413,-12.36777778,-62.97
"ctb0033-RO3055",55,55.16,4450,4382,1996,5516,-11.15111111,-61.44388889
"ctb0033-RO3087",55,58.23,3917,3796,1996,5823,-11.555,-61.40527778
"ctb0033-RO3095",55,61.08,3971,3856,1996,6108,-11.19694444,-61.16333333
"ctb0033-RO3118",55,52.08,4383,4253,1996,5208,-11.06083333,-61.50583333
"ctb0033-RO3582",55,51.61,3566,3406,1996,5161,-8.16388889,-62.92111111
"ctb0033-RO3598",55,54.69,4237,4093,1996,5469,-8.16777778,-62.96555556
"ctb0033-RO3752",55,55.6,3290,3208,1996,5560,-11.31583333,-61.84444444
"ctb0033-RO3757",55,53.64,4816,4587,1996,5364,-11.09611111,-61.57555556
"ctb0033-RO0629",56,57.04,3940,3890,1996,5704,-9.09416667,-63.40611111
"ctb0033-RO1060",56,56.14,4026,3918,1996,5614,-12.13305556,-63.62083333
"ctb0033-RO1607",56,57.6,3943,3709,1996,5760,-12.25388889,-60.70111111
"ctb0033-RO1726",56,55.02,4609,4410,1996,5502,-13.26388889,-60.52666667
"ctb0033-RO1780",56,53.39,4609,4384,1996,5339,-13.29305556,-60.79388889
"ctb0033-RO2046",56,55.43,3414,3307,1996,5543,-10.38027778,-64.85916667
"ctb0033-RO2233",56,57.24,5111,5102,1996,5724,-12.02361111,-61.92916667
"ctb0033-RO2274",56,55.96,4128,3981,1996,5596,-12.00111111,-61.54138889
"ctb0033-RO2407",56,61.81,4761,4787,1996,6181,-12.13138889,-62.17138889
"ctb0033-RO2498",56,55.15,4127,4019,1996,5515,-12.80694444,-61.64805556
"ctb0033-RO2929",56,54.42,4698,4159,1996,5442,-9.72388889,-65.25861111
"ctb0033-RO3008",56,54.73,4114,3595,1996,5473,-12.38555556,-63.00722222
"ctb0033-RO3048",56,58.21,4223,4156,1996,5821,-11.17277778,-61.46694444
"ctb0033-RO3062",56,55.71,4222,4167,1996,5571,-11.12944444,-61.40694444
"ctb0033-RO3084",56,54.18,3598,3463,1996,5418,-11.49833333,-61.45861111
"ctb0033-RO3112",56,54.99,3216,3127,1996,5499,-11.58555556,-61.56138889
"ctb0033-RO1259",57,59.62,4352,3975,1996,5962,-11.79944444,-64.08388889
"ctb0033-RO1714",57,58.73,3893,3681,1996,5873,-13.11055556,-60.39388889
"ctb0033-RO1730",57,55.47,4367,4397,1996,5547,-13.22972222,-60.55055556
"ctb0033-RO1786",57,56.06,5299,4845,1996,5606,-13.10222222,-60.82
"ctb0033-RO2155",57,55.49,4271,3756,1996,5549,-11.21722222,-64.96361111
"ctb0033-RO2234",57,57.73,4114,3872,1996,5773,-11.9525,-61.92444444
"ctb0033-RO2361",57,56.97,3645,3569,1996,5697,-8.67138889,-63.53833333
"ctb0033-RO2405",57,55.48,4204,3980,1996,5548,-12.30888889,-62.06305556
"ctb0033-RO2424",57,56.79,4466,4185,1996,5679,-12.33111111,-62.105
"ctb0033-RO2456",57,56.91,4506,4402,1996,5691,-12.36388889,-62.13388889
"ctb0033-RO2490",57,55.22,4280,4206,1996,5522,-12.63388889,-61.0675
"ctb0033-RO2559",57,65.84,3666,3538,1996,6584,-12.27277778,-61.24694444
"ctb0033-RO2840",57,55.57,4162,4038,1996,5557,-11.86055556,-60.83638889
"ctb0033-RO2850",57,54.83,3740,3533,1996,5483,-10.99416667,-60.83361111
"ctb0033-RO3109",57,57.72,3426,3328,1996,5772,-11.65361111,-61.4925
"ctb0033-RO3146",57,56.5,3762,3638,1996,5650,-11.36472222,-61.13611111
"ctb0033-RO3351",57,60.64,3481,3407,1996,6064,-8.81777778,-63.96527778
"ctb0033-RO3607",57,51.36,3904,3855,1996,5136,-11.03361111,-62.75
"ctb0033-RO3663",57,53.57,4416,4114,1996,5357,-11.175,-62.11861111
"ctb0033-RO3921",57,56.85,4969,4961,1996,5685,-11.95888889,-62.0875
"ctb0033-RO1018",58,59.43,3810,3663,1996,5943,-12.31861111,-64.14916667
"ctb0033-RO1240",58,56.62,5845,5422,1996,5662,-12.29833333,-63.24166667
"ctb0033-RO1767",58,54.98,4555,4447,1996,5498,-13.46583333,-60.4775
"ctb0033-RO1777",58,56.62,4151,4023,1996,5662,-13.18861111,-60.57194444
"ctb0033-RO2214",58,57.9,4123,3905,1996,5790,-12.33444444,-59.92305556
"ctb0033-RO2216",58,57.46,4125,4047,1996,5746,-12.49416667,-60.0275
"ctb0033-RO2254",58,56.36,4508,4498,1996,5636,-12.035,-61.84694444
"ctb0033-RO2437",58,56.43,4462,4302,1996,5643,-12.22722222,-62.32222222
"ctb0033-RO2502",58,56.41,4493,4279,1996,5641,-12.96666667,-60.85111111
"ctb0033-RO2652",58,59.51,8038,6077,1996,5951,-13.48333333,-61.57805556
"ctb0033-RO2960",58,67.58,3812,3704,1996,6758,-9.60861111,-65.67555556
"ctb0033-RO2979",58,56.42,4026,3892,1996,5642,-9.7975,-66.74083333
"ctb0033-RO3145",58,59.77,4317,4279,1996,5977,-11.38055556,-61.14972222
"ctb0033-RO3352",58,58.7,3518,3427,1996,5870,-8.87222222,-63.95388889
"ctb0033-RO1678",59,57.86,3748,3613,1996,5786,-12.22944444,-60.60333333
"ctb0033-RO1717",59,71.26,4984,4565,1996,7126,-13.20277778,-60.38944444
"ctb0033-RO1719",59,56.27,5093,5053,1996,5627,-13.22638889,-60.45694444
"ctb0033-RO1862",59,59.58,4382,4366,1996,5958,-13.26361111,-60.86222222
"ctb0033-RO1878",59,58.47,4420,4369,1996,5847,-13.44583333,-60.82638889
"ctb0033-RO2008",59,57.95,3436,3310,1996,5795,-10.66916667,-65.07611111
"ctb0033-RO2226",59,58.5,5331,5332,1996,5850,-12.04527778,-62.19222222
"ctb0033-RO2265",59,60.32,4030,3825,1996,6032,-12.0025,-61.70722222
"ctb0033-RO2278",59,60.32,3973,3926,1996,6032,-12.04027778,-61.54583333
"ctb0033-RO2429",59,57.58,4085,3866,1996,5758,-12.20888889,-62.39472222
"ctb0033-RO2452",59,58.35,3421,3326,1996,5835,-12.22305556,-62.11722222
"ctb0033-RO2483",59,58.28,4104,3975,1996,5828,-12.43388889,-62.15805556
"ctb0033-RO3011",59,57.33,6253,4285,1996,5733,-12.35944444,-62.80222222
"ctb0033-RO1205",60,61.83,3182,3117,1996,6183,-11.91416667,-63.60916667
"ctb0033-RO1650",60,59.21,3646,3568,1996,5921,-12.24361111,-60.67722222
"ctb0033-RO1898",60,58.34,3907,3847,1996,5834,-9.24166667,-64.5325
"ctb0033-RO2036",60,58.49,3878,3757,1996,5849,-10.55638889,-64.7475
"ctb0033-RO2284",60,61.79,5054,5008,1996,6179,-12.07861111,-61.7825
"ctb0033-RO2428",60,58.19,4685,4283,1996,5819,-12.24111111,-62.40861111
"ctb0033-RO2640",60,62.59,9756,8235,1996,6259,-13.20694444,-61.75444444
"ctb0033-RO2803",60,58.72,4013,3980,1996,5872,-11.87055556,-61.32555556
"ctb0033-RO3597",60,59.15,4393,4091,1996,5915,-8.105,-62.94444444
"ctb0033-RO3625",60,63.19,3268,3176,1996,6319,-11.07277778,-62.32333333
"ctb0033-RO1643",61,59.69,4160,4045,1996,5969,-12.65138889,-61.19833333
"ctb0033-RO1790",61,58.53,4276,4206,1996,5853,-13.04611111,-61.05166667
"ctb0033-RO1812",61,61.23,4373,4186,1996,6123,-12.90777778,-61.05305556
"ctb0033-RO2160",61,62.82,4242,3809,1996,6282,-11.28555556,-64.87722222
"ctb0033-RO2317",61,59.98,4163,3981,1996,5998,-12.77194444,-61.54611111
"ctb0033-RO2478",61,60.38,4065,3952,1996,6038,-12.40277778,-62.01361111
"ctb0033-RO2775",61,62.52,3350,3273,1996,6252,-10.44166667,-63.11472222
"ctb0033-RO2945",61,63.99,3694,3596,1996,6399,-9.65861111,-65.49444444
"ctb0033-RO3101",61,59.41,3769,3632,1996,5941,-11.26305556,-61.185
"ctb0033-RO3138",61,60.75,4010,3804,1996,6075,-11.6175,-61.20083333
"ctb0033-RO3670",61,63.22,3501,3449,1996,6322,-11.43638889,-61.95666667
"ctb0033-RO3769",61,61.7,4364,4244,1996,6170,-11.11805556,-61.69138889
"ctb0033-RO3875",61,62.22,4285,4175,1996,6222,-11.60861111,-62.32972222
